复旦经济,句子数量,815851,方法,mi,support,10,阈值,100
复合词,复合词,复合词数量,词1数量,词2数量,方法算出值
强烈愿望,强烈/愿望,12,336,144,202.343998016
溢出效应,溢出/效应,12,25,1677,233.517280859
科层,科/层,18,198,223,332.593151243
科斯,科/斯,11,198,320,141.640798611
刹糠,刹/糠,15,48,106,2405.22110849
贫雀,贫/雀,11,464,33,586.099856322
适当放宽,适当/放宽,15,645,151,125.650854767
贫鹊,贫/鹊,36,464,143,442.648842537
段话,段/话,38,628,239,206.55556592
生产型增值税,生产型/增值税,18,45,159,2052.45534591
近百年,近/百年,11,1454,39,158.261224562
经理层,经理/层,17,345,223,180.275128355
不尽相同,不尽/相同,54,92,525,912.131552795
天然气开采业,天然气/开采业,15,69,19,9334.67963387
灵活应变,灵活/应变,10,354,51,451.894870943
贫认,贫/认,15,464,50,527.48987069
压倒一切,压倒/一切,14,34,856,392.451690489
具吸引力,具/吸引力,13,310,149,229.618164105
乱收费,乱/收费,53,253,297,575.452855299
吉林长春,吉林/长春,16,108,77,1569.6988937
礁龇,礁/龇,10,72,90,1259.02932099
全体成员,全体/成员,15,193,604,104.980312597
旭日集团,旭日/集团,11,17,1484,355.730180752
囿于,囿/于,11,12,7163,104.406452138
渐趋,渐/趋,30,97,307,821.905705363
达成协议,达成/协议,31,203,479,260.100383599
股份制改造,股份制/改造,70,484,1158,101.895491657
发文总量,发文/总量,10,36,1232,183.949089105
敢闯,敢/闯,17,164,60,1409.49867886
经贸往来,经贸/往来,11,538,126,132.388638107
跨国界,跨/国界,40,558,152,384.762780607
感兴趣,感/兴趣,45,98,133,2816.73277582
4月1日,4月/1日,16,242,153,352.552692702
航空航天,航空/航天,16,146,75,1192.11105023
肩负着,肩负/着,13,20,4404,120.413975931
分支学科,分支/学科,15,162,614,123.032181204
传统美德,传统/美德,14,3501,27,120.832291303
证券交易法,证券/交易法,18,1082,19,714.335927619
证券交易所,证券/交易所,39,1082,82,358.619866102
学术氛围,学术/氛围,12,439,82,271.965442525
A·萨缪尔森,A·/萨缪尔森,11,31,193,1499.97676751
农技推广,农技/推广,14,19,360,1669.87046784
文件汇编,文件/汇编,11,184,68,717.260310102
施加压力,施加/压力,12,65,1030,146.231695295
融合生长,融合/生长,16,284,84,547.183769282
纵向演进,纵向/演进,11,140,281,228.123055414
藉此,藉/此,11,36,2401,103.826657874
也许有人,也许/有人,13,212,337,148.452816192
帮助少数民族,帮助/少数民族,23,505,242,153.543678913
结清,结/清,10,62,334,393.978655592
学院教授,学院/教授,45,497,540,136.795942321
蔬菜流通,蔬菜/流通,21,154,1103,100.863471524
全体公民,全体/公民,11,193,193,240.928910843
锌赡,锌/赡,23,70,188,1425.87940729
稳步回升,稳步/回升,10,168,418,116.178372067
商学院学报,商学院/学报,10,58,338,416.165578453
房地产建筑业,房地产/建筑业,12,401,183,133.412534238
雇佣工人,雇佣/工人,18,140,811,129.340479126
乇鹗,乇/鹗,46,95,73,5411.55674117
挂帐,挂/帐,14,95,606,198.400451624
误以为,误/以为,10,77,120,882.955627706
挂勾,挂/勾,10,95,47,1827.21388578
专业化协作,专业化/协作,21,377,349,130.21570535
潜伏着,潜伏/着,16,25,4404,118.561453224
机会均等,机会/均等,17,1090,55,231.35057548
党政干部,党政/干部,18,97,421,359.608149472
返墓,返/墓,10,134,453,134.402655596
盲目乐观,盲目/乐观,24,303,169,382.377878024
破产案件,破产/案件,10,457,94,189.918292285
行政级别,行政/级别,11,1675,30,178.594248756
世人瞩目,世人/瞩目,15,52,47,5007.2688216
期望效用,期望/效用,14,137,464,179.680247923
受托责任,受托/责任,11,45,1633,122.125073144
物价上涨率,物价/上涨率,17,930,44,338.941031281
南移,南/移,11,474,151,125.385768575
社群,社/群,21,254,229,294.551301448
档恼,档/恼,10,420,170,114.264845938
椒⒄,椒/⒄,16,93,852,164.743500429
政局动荡,政局/动荡,12,71,303,455.083530888
管治,管/治,12,232,309,136.566956813
南拗,南/拗,13,474,36,621.546120488
第46卷,第46/卷,24,30,1081,603.775023127
货币供应量,货币/供应量,257,5473,288,133.022785467
接单,接/单,11,152,213,277.19177786
无形资产,无形/资产,164,278,3409,141.183160951
广西出海口,广西/出海口,14,245,28,1665.00204082
半数以上,半数/以上,20,32,1974,258.311486829
土地使用权,土地/使用权,66,1944,149,185.896946723
有益补充,有益/补充,10,182,355,126.273177527
提前退休,提前/退休,23,113,164,1012.54980574
海港考古,海港/考古,10,35,99,2354.54834055
父爱主义,父爱/主义,12,15,790,826.178227848
历史悠久,历史/悠久,17,2972,35,133.334618343
法人治理,法人/治理,90,383,660,290.476263945
惺导,惺/导,10,123,265,250.299432428
抑商,抑/商,20,114,625,229.010807018
放活,放/活,18,516,132,215.605443975
地理位置,地理/位置,84,314,374,583.564528765
制衣,制/衣,31,1241,59,345.42101094
低度粗放型,低度/粗放型,10,39,232,901.692086649
乱摊派,乱/摊派,19,253,43,1424.87076018
制鞋,制/鞋,14,1241,81,113.627142587
丹宗昭信,丹宗昭/信,10,10,128,6373.8359375
90%以上,90%/以上,10,35,1974,118.085251122
跨越国界,跨越/国界,16,129,152,665.729090167
路径依赖,路径/依赖,66,333,928,174.245903231
玫闹,玫/闹,19,355,366,119.304002155
约旱,约/旱,30,1252,89,219.653318735
葡语,葡/语,14,335,56,608.844029851
系统动力学,系统/动力学,11,2472,17,213.553231487
今年上半年,今年/上半年,33,624,271,159.210207919
届二中全会,届/二中全会,10,618,10,1320.14724919
科研院所,科研/院所,37,542,41,1358.40549905
副部长,副/部长,17,324,66,648.590862327
外汇储备,外汇/储备,224,911,400,501.51104281
邓小平同志,邓小平/同志,232,1111,561,303.684002625
梢运,梢/运,16,242,190,283.89769465
论纲,论/纲,15,1696,71,101.629060922
梢钥,梢/钥,12,242,38,1064.61635494
1400亿美元,1400亿/美元,17,18,3855,199.87702839
水土流失,水土/流失,27,36,271,2257.8902214
论辩,论/辩,34,1696,46,355.554424733
梢栽,梢/栽,10,242,58,581.256055856
梢源,梢/源,11,242,186,199.377077224
善于学习,善于/学习,11,89,647,155.850876127
不可回避,不可/回避,18,690,106,200.783675144
赖以生存,赖以/生存,27,43,620,826.255701425
硬着陆,硬/着陆,13,237,30,1491.71068917
玫幕,玫/幕,14,355,293,109.810258136
玫娜,玫/娜,12,355,140,196.986156942
夺回,夺/回,10,26,283,1108.79450938
假日营销,假日/营销,12,114,584,147.053172314
垂直分工,垂直/分工,25,93,1128,194.428000839
玫恼,玫/恼,10,355,170,135.186578293
玫慕,玫/慕,12,355,233,118.360780995
输往,输/往,32,69,217,1743.6206505
梢允,梢/允,16,242,100,539.405619835
玫牟,玫/牟,10,355,207,111.022793767
梢圆,梢/圆,12,242,65,622.391099809
破产倒闭,破产/倒闭,10,457,131,136.2772479
统计学派,统计学/派,13,256,239,173.347002484
乡村,乡/村,10,255,319,100.295162579
葡拢,葡/拢,13,335,127,249.290468915
股权多元化,股权/多元化,30,391,530,118.108044202
政企分开,政企/分开,132,187,241,2389.60507689
长江航运,长江/航运,10,272,86,348.773512312
片面追求,片面/追求,38,187,933,177.693358782
惺谐,惺/谐,13,123,832,103.63960874
配送中心,配送/中心,42,77,2448,181.784982175
制糖,制/糖,18,1241,78,151.710965103
经受住,经受/住,16,46,364,779.599617774
外向度,外向/度,12,57,650,264.243238866
古籍出版社,古籍/出版社,10,12,1972,344.764621366
迹象表明,迹象/表明,33,159,1602,105.697606765
电子商务,电子/商务,637,1721,1000,301.973902963
生产能力过剩,生产能力/过剩,99,488,1435,115.338506026
提出来,提/出来,34,211,889,147.878675118
正好相反,正好/相反,15,64,563,339.636017984
母厂,母/厂,69,577,629,155.107744405
陆担,陆/担,12,157,441,141.401447203
陆怠,陆/怠,11,157,205,278.836756253
趋缓,趋/缓,66,307,165,1062.9980456
十余,十/余,18,464,308,102.757767017
认真对待,认真/对待,14,320,227,157.240005507
家庭农场,家庭/农场,54,1145,208,184.984690964
再贴现率,再/贴现率,11,2414,33,112.655481911
沉重代价,沉重/代价,10,170,417,115.08689519
透析,透/析,10,85,95,1010.34179567
追逐利润,追逐/利润,19,62,1804,138.591382948
谋戎,谋/戎,12,233,54,778.112541726
时间跨度,时间/跨度,14,2115,29,186.221798321
复合型人才,复合型/人才,10,17,1638,292.986784457
香港航运业,香港/航运业,13,1813,50,117.000143409
行政命令,行政/命令,49,1675,109,218.960421744
混合所有制,混合/所有制,129,381,1916,144.171720119
深藏,深/藏,10,532,45,340.789891395
十七世纪,十七/世纪,10,17,3220,149.041103398
平江府,平江/府,10,10,69,11823.9275362
细胞思想,细胞/思想,23,73,2200,116.840429639
Ｄ壳,Ｄ/壳,21,37,106,4368.40158083
无法估量,无法/估量,11,1196,32,234.488947533
卫斫,卫/斫,14,52,37,5936.54573805
良性循环,良性/循环,155,286,603,733.262040613
30亿美元,30亿/美元,14,22,3855,134.676500413
50%以上,50%/以上,31,108,1974,118.631942099
拘泥于,拘泥/于,12,12,7163,113.897947787
配股资格,配股/资格,16,49,120,2220.00272109
南开大学,南开/大学,17,37,1403,267.177804319
示赫,示/赫,15,192,226,282.028138827
现金流通量,现金/流通量,10,414,34,579.604290992
作些,作/些,28,1371,164,101.598566117
瞧笠,瞧/笠,15,37,945,350.000429
工大学,工大/学,12,19,578,891.478054999
适度从紧,适度/从紧,16,458,38,750.035394162
协定生效,协定/生效,10,300,52,522.981410256
上证指数,上证/指数,14,17,753,892.267322865
不变价格计算,不变价格/计算,10,25,1251,260.863629097
经济基础薄弱,经济基础/薄弱,19,295,263,199.795952826
硕士研究生,硕士/研究生,23,77,115,2119.09350649
募苹,募/苹,13,167,117,542.815036593
不能按时,不能/按时,11,568,35,451.426609658
现价计算,现价/计算,11,36,1251,199.270827782
最惠国待遇,最惠国/待遇,29,34,388,1793.48688599
欠发达,欠/发达,88,264,1310,207.5956743
审批程序,审批/程序,21,256,309,216.58665807
人文社会科学,人文/社会科学,18,190,435,177.680798548
铰缘,铰/缘,14,78,202,724.924727088
母锖,母/锖,22,577,25,1244.27882149
母镆,母/镆,21,577,30,989.767244367
利息率,利息/率,95,423,1587,115.456173907
振华公司,振华/公司,11,18,4955,100.6207086
专营权,专营/权,11,48,911,205.231453531
良性互动,良性/互动,22,286,148,424.038981289
剧烈动荡,剧烈/动荡,14,123,303,306.472242346
桑园产,桑园/产,10,55,329,450.870958828
饮料制造业,饮料/制造业,22,62,1266,228.66944402
分配不公,分配/不公,42,2759,57,217.888136434
缺位,缺/位,38,134,1172,197.406767358
柚贫,柚/贫,10,35,464,502.371305419
北京100872,北京/100872,19,898,27,639.328920234
迪止,迪/止,11,155,195,296.918478081
俜⒄,俜/⒄,15,28,852,512.984783702
市委党校,市委/党校,26,106,94,2128.8765556
普京,普/京,11,124,557,129.935150866
牧斓,牧/斓,10,172,100,474.331976744
峒苹,峒/苹,11,57,117,1345.68316089
2000年1月,2000年/1月,32,612,275,155.123184789
24小时,24/小时,21,143,96,1248.02381993
过于乐观,过于/乐观,10,199,169,242.588980405
工人阶级主人翁,工人阶级/主人翁,10,114,44,1626.49720893
预算赤字,预算/赤字,126,744,753,183.490457525
濒临破产,濒临/破产,12,28,457,765.099406064
库存积压,库存/积压,29,168,198,711.269811207
本报记者,本报/记者,10,23,228,1555.77993898
棵牛,棵/牛,13,137,171,452.72817689
带有普遍性,带有/普遍性,10,281,75,387.117912218
东欧中亚,东欧/中亚,28,364,150,418.385128205
我觉得,我/觉得,14,1227,44,211.563940135
党建工作,党建/工作,21,25,3199,214.227833698
勘辏,勘/辏,21,111,44,3507.95884521
中西文化,中西/文化,10,30,2025,134.296460905
列宁全集,列宁/全集,45,311,206,573.054272157
南方省份,南方/省份,30,261,179,523.888139729
既得利益集团,既得利益/集团,23,61,1484,207.288376563
信号传递,信号/传递,13,209,231,219.682739908
认真贯彻,认真/贯彻,24,320,324,188.854398148
槌刹,槌/刹,14,32,48,7436.14192708
1996—1997年度,1996—1997/年度,10,15,476,1142.64845938
非关税壁垒,非/关税壁垒,68,2001,80,346.563393303
罗默,罗/默,12,129,16,4743.31976744
俜峙,俜/峙,10,28,87,3349.14203612
理货,理/货,10,119,238,288.062636819
集体议价,集体/议价,14,1055,32,338.326836493
迈入,迈/入,11,29,480,644.709841954
不可想象,不可/想象,15,690,77,230.336250706
葱隆,葱/隆,13,129,67,1227.12750202
绝对地租,绝对/地租,20,521,117,267.680824188
加权平均,加权/平均,32,76,2100,163.57914787
国有化运动,国有化/运动,11,69,686,189.596505683
凶什,凶/什,12,88,175,635.728051948
Ｓ捎,Ｓ/捎,24,131,135,1107.1769296
陨淼,陨/淼,13,94,39,2893.08865248
迎接挑战,迎接/挑战,23,169,1047,106.048687996
同业拆借,同业/拆借,17,53,37,7072.65017848
９０年代,９０/年代,16,17,4656,164.918334344
基层工会,基层/工会,14,235,274,177.386457524
诚实信用,诚实/信用,14,60,591,322.106993796
创租,创/租,13,270,350,112.233470899
截稿,截/稿,11,19,239,1976.29619027
粮食增产,粮食/增产,10,866,82,114.889173661
方向调节税,方向/调节税,15,1270,19,507.159759635
包袱沉重,包袱/沉重,12,110,170,523.540748663
找娴,找/娴,13,276,183,209.987784113
张五常,张/五常,35,323,35,2525.85448916
宪法修正案,宪法/修正案,12,221,22,2013.61826409
横轴,横/轴,10,43,54,3513.57019811
特惠,特/惠,19,207,37,2023.91552422
20亿美元,20亿/美元,14,29,3855,102.168379623
级差地租,级差/地租,13,26,117,3486.54273504
第七位,第七/位,13,63,1172,143.643520776
外延式,外延/式,17,127,985,110.87147368
质量低劣,质量/低劣,18,2023,26,279.199171071
农产品加工业,农产品/加工业,127,1720,428,140.748039828
统筹规划,统筹/规划,10,93,694,126.406216107
总产出,总产/出,48,59,3674,180.659549929
战略性改组,战略性/改组,55,380,239,494.074047567
纺织品配额,纺织品/配额,13,204,184,282.557091858
风俗习惯,风俗/习惯,16,33,276,1433.20333773
化学制品,化学/制品,13,148,286,250.568488943
20—30年代,20—30/年代,11,17,4656,113.381354862
日常交往,日常/交往,15,141,269,322.649292098
战争创伤,战争/创伤,12,271,21,1720.29731154
迁往,迁/往,16,105,217,572.903928023
不可再生,不可/再生,24,690,85,333.852071611
审计事务所,审计/事务所,10,623,51,256.774934693
第7位,第7/位,21,113,1172,129.367173578
蓬勃兴起,蓬勃/兴起,18,126,323,360.836355595
内生性,内/生性,24,3846,48,106.064872595
新闻媒体,新闻/媒体,13,85,163,765.504366655
党派模型,党派/模型,17,65,1506,141.684206763
辽宁大连,辽宁/大连,20,129,77,1642.70814457
商业周刊,商业/周刊,49,2049,74,263.653324628
五六十年代,五六十/年代,17,18,4656,165.490967449
澳游客,澳/游客,10,615,117,113.383503579
笃笠,笃/笠,22,34,945,558.628135699
甚微,甚/微,27,256,199,432.395905308
摆脱困境,摆脱/困境,34,431,343,187.636955213
败德行,败/德行,16,214,23,2652.09589598
市镇,市/镇,25,788,184,140.671726716
花色品种,花色/品种,11,17,379,1392.88545709
北大方正,北大/方正,13,42,20,12626.2654762
⒂行,⒂/行,10,70,544,214.246586134
混合寡头,混合/寡头,12,381,68,377.883742473
无论哪,无论/哪,21,420,302,135.074668874
学术研讨会,学术/研讨会,35,439,142,458.063861529
多边谈判,多边/谈判,10,174,396,118.404011378
台陆,台/陆,39,540,157,375.303007785
贫富分化,贫富/分化,12,173,323,175.203779595
子女教育,子女/教育,37,103,2166,135.305950748
⒂攀,⒂/攀,10,70,174,669.828407225
基层农场,基层/农场,10,235,208,166.90896072
毛额,毛/额,12,70,526,265.893862032
告别短缺,告别/短缺,17,46,817,369.045473897
即将到来,即将/到来,24,200,205,477.571317073
假帐,假/帐,17,169,606,135.425498467
补亏,补/亏,23,147,70,1823.57366375
首创精神,首创/精神,10,23,803,441.740754778
弄清楚,弄/清楚,20,56,308,946.023886827
副院长,副/院长,23,324,47,1232.24146309
谔逯,谔/逯,10,50,233,700.301287554
日趋活跃,日趋/活跃,10,257,242,131.178409493
净资产收益率,净资产/收益率,61,129,235,1641.65960746
统计局公布,统计局/公布,20,170,236,406.705383848
全员劳动生产率,全员/劳动生产率,31,46,561,980.058164768
需时日,需/时日,11,816,34,323.470335928
妥善解决,妥善/解决,15,40,3054,100.178167976
⒓际,⒓/际,47,96,389,1026.80476114
包税,包/税,20,129,851,148.635167017
鹊取,鹊/取,20,143,287,397.578519042
1.6倍,1.6/倍,12,27,1178,307.810224486
国立台湾,国立/台湾,10,38,1692,126.889853179
图们江,图们/江,49,53,184,4099.33336751
进口替代,进口/替代,207,1813,849,109.71744897
翻牌,翻/牌,13,94,94,1200.32401539
相对应,相/对应,134,2339,253,184.741687184
权责明确,权责/明确,25,81,1331,189.185472725
罗马俱乐部,罗马/俱乐部,10,27,31,9747.32377539
遗留下来,遗留/下来,22,61,286,1028.81588903
分离出来,分离/出来,36,304,889,108.67709135
边陲位置,边陲/位置,13,45,374,630.187938206
豢赡,豢/赡,29,103,188,1221.83841149
凸芾,凸/芾,17,152,190,480.244702216
乘数效应,乘数/效应,77,219,1677,171.050519655
双边协议,双边/协议,16,169,479,161.25330138
北京大学出版社,北京大学/出版社,44,127,1972,143.335212662
蚕业主,蚕/业主,14,231,92,537.451251647
重新焕发,重新/焕发,10,768,33,321.910905934
撒哈拉以南,撒哈拉/以南,12,14,20,34965.0428571
用人单位,用人/单位,13,53,1860,107.588385068
原因何在,原因/何在,17,2755,43,117.076495167
⒒幼,⒒/幼,12,123,46,1730.33085896
建国初期,建国/初期,36,247,694,171.339275922
芾砣,芾/砣,11,190,27,1749.38810916
芾砗,芾/砗,12,190,20,2576.37157895
芾砉,芾/砉,10,190,29,1480.67332123
√跫,√/跫,10,25,174,1875.51954023
过于分散,过于/分散,18,199,499,147.886909497
兄平,兄/平,13,279,280,135.766295443
初级阶段,初级/阶段,709,1041,4042,137.470669165
兄凭,兄/凭,63,279,204,903.06087919
引资,引/资,21,335,297,172.198311473
人民币币值,人民币/币值,11,580,92,168.185176162
笠荡,笠/荡,17,945,45,326.148547913
兄乒,兄/乒,11,279,44,731.049283154
雁行形态,雁行/形态,13,24,824,536.309819984
飨裕,飨/裕,12,83,164,719.233911255
笠涤,笠/涤,25,945,117,184.473160584
菇锥,菇/锥,10,42,94,2066.49189463
笠滴,笠/滴,12,945,75,138.133502646
米粮,米/粮,14,194,146,403.2592148
胡鞍钢,胡/鞍钢,52,90,70,6734.00825397
平均每户,平均/每户,12,2100,15,310.800380952
刘溶沧,刘溶/沧,13,13,19,42939.5263158
笠悼,笠/悼,13,945,45,249.40771311
笠挡,笠/挡,28,945,110,219.757845118
笠担,笠/担,53,945,441,103.756740933
笠翟,笠/翟,24,945,57,363.509217488
云南少数民族,云南/少数民族,16,121,242,445.789768458
虚变量,虚/变量,24,133,599,245.778352392
笠稻,笠/稻,49,945,151,280.154868776
笠瞪,笠/瞪,15,945,87,148.850757161
笠狄,笠/狄,12,945,69,150.145111571
始终未能,始终/未能,22,448,220,182.109598214
平均每人,平均/每人,12,2100,34,137.117815126
兄频,兄/频,22,279,155,415.047334952
农耕,农/耕,59,430,163,686.762862035
暂行办法,暂行/办法,17,72,752,256.158891105
笠岛,笠/岛,28,945,156,154.957454891
杀荆,杀/荆,20,121,55,2451.84372652
笠堤,笠/堤,10,945,44,196.212361712
笠导,笠/导,52,945,265,169.409012678
拉丁语系,拉丁语/系,12,20,560,874.126071429
笠凳,笠/凳,25,945,107,201.713642882
笠刀,笠/刀,14,945,38,318.070565302
主人翁地位,主人翁/地位,30,44,3146,176.815653355
第17页,第17/页,13,21,3492,144.630761468
角点,角/点,18,94,1142,136.801039609
无法比拟,无法/比拟,13,1196,30,295.598188406
属地原则,属地/原则,26,36,1955,301.394231316
耸谐,耸/谐,12,106,832,111.010205007
适时适度,适时/适度,14,214,458,116.535873158
指令性计划,指令性/计划,84,114,2775,216.631844476
转嫁给,转嫁/给,19,51,2194,138.534407564
认真落实,认真/落实,16,320,334,122.133383234
报酬递增,报酬/递增,75,464,321,410.8176563
马克思主义创始人,马克思主义/创始人,21,985,49,354.975054387
标题注释,标题/注释,71,1545,194,193.258669469
借记,借/记,13,181,150,390.646887661
参考消息,参考/消息,20,574,73,389.409097418
华船,华/船,24,380,142,362.869236471
亲缘网络,亲缘/网络,12,32,1530,199.963480392
诺斯,诺/斯,40,234,320,435.81784188
数学公式,数学/公式,12,356,235,117.023810662
仅限于,仅/限于,42,1855,157,117.65667588
社团条例,社团/条例,11,200,180,249.287805556
募壑,募/壑,12,167,99,592.161858102
Ｓ行,Ｓ/行,10,131,544,114.482908621
1930年代,1930/年代,14,24,4656,102.215009307
外贸依存度,外贸/依存度,40,943,186,186.057081609
大江大河,大江/大河,18,24,27,22662.5277778
克林顿总统,克林顿/总统,14,116,166,593.161300374
芯浚,芯/浚,10,235,89,390.079368874
民族互助,民族/互助,37,1703,130,136.349821582
消费品零售额,消费品/零售额,36,719,62,658.859437391
严峻考验,严峻/考验,25,328,102,609.644757293
首席经济学家,首席/经济学家,10,32,1245,204.78187751
激励相容,激励/相容,13,638,82,202.730770701
各个角落,各个/角落,14,760,29,518.235662432
富余人员,富余/人员,19,78,1956,101.601705469
著名论断,著名/论断,12,430,154,147.843733011
保留下来,保留/下来,12,203,286,168.62813049
显现出来,显现/出来,30,152,889,181.128485584
档募,档/募,11,420,167,127.949258626
笔者以为,笔者/以为,32,557,120,390.59293836
绩效评估,绩效/评估,14,312,338,108.309759521
大宗农产品,大宗/农产品,16,73,1720,103.963172985
档牟,档/牟,14,420,207,131.376972625
正当权益,正当/权益,16,142,366,251.166320326
产业群组,产业群/组,21,58,313,943.751845323
值得注意,值得/注意,143,483,931,259.447849882
捐杂费,捐/杂费,10,26,13,24137.6035503
英文摘要,英文/摘要,99,217,150,2481.39013825
大家知道,大家/知道,11,175,330,155.400190476
档耐,档/耐,14,420,171,159.035282651
厂长经理,厂长/经理,35,91,345,909.532887402
回归祖国,回归/祖国,44,409,276,318.002941072
净流出,净/流出,40,573,161,353.745027262
净流入,净/流入,33,573,468,100.397827449
1964年版,1964年/版,11,48,1474,126.842506219
主观愿望,主观/愿望,11,244,144,255.417833561
仔细观察,仔细/观察,10,54,347,435.399188814
宋代官,宋代/官,11,199,232,194.384876971
竞争性进口商品,竞争性/进口商品,13,409,101,256.749449273
不可阻挡,不可/阻挡,14,690,32,517.29682971
采掘业,采掘/业,16,53,1615,152.504421987
股东大会,股东/大会,38,368,105,802.337939959
华商,华/商,35,380,625,120.230673684
写道,写/道,15,230,313,169.992568412
切不可,切/不可,19,85,690,264.299556692
抓住机遇,抓住/机遇,89,346,645,325.360662275
鹑谔,鹑/谔,16,367,50,711.368719346
鹑谥,鹑/谥,11,367,118,207.231353623
鹑诜,鹑/诜,30,367,92,724.900189551
鹑诠,鹑/诠,17,367,172,219.717809391
囊桓,囊/桓,41,243,213,646.262311868
在线电子,在线/电子,11,26,1721,200.562307245
六七石,六七/石,10,10,133,6134.21804511
谋匾,谋/匾,11,233,217,177.495718044
进出口总值,进出口/总值,13,612,169,102.54537456
放松银根,放松/银根,26,269,59,1336.53367778
并购潮,并购/潮,15,160,77,993.325081169
懒⒌,懒/⒌,12,39,103,2437.19492158
中共十五大,中共/十五大,13,144,376,195.886210845
科研经费,科研/经费,18,542,240,112.89451107
累进所得税,累进/所得税,14,38,178,1688.63305736
加工装配,加工/装配,10,1325,41,150.179659457
偏斜,偏/斜,17,459,52,581.09045584
导噬,导/噬,28,265,58,1486.26076773
大学毕业生,大学/毕业生,10,1403,44,132.160143848
LM模型,LM/模型,26,91,1506,154.781066211
鲜明对比,鲜明/对比,16,144,217,417.742447517
医疗保健,医疗/保健,32,374,88,793.24355858
Ｕ庖,Ｕ/庖,23,265,151,468.938473073
关键时刻,关键/时刻,26,1379,73,210.715785709
凸现出来,凸现/出来,10,39,889,235.312220588
迟迟未能,迟迟/未能,10,44,220,842.821280992
官盐,官/盐,10,232,227,154.916261583
卵量,卵/量,10,23,1253,283.09483327
苏联解体,苏联/解体,33,685,105,374.321626694
根本大法,根本/大法,15,1671,17,430.801034956
惯例接轨,惯例/接轨,20,177,212,434.842234303
常住单位,常住/单位,17,30,1860,248.556756272
屯晟,屯/晟,24,58,59,5721.92402104
参考书目,参考/书目,12,574,18,947.56213705
1—6月,1—6/月,11,13,628,1099.26028907
Ｋ摹,Ｋ/摹,11,106,301,281.275026641
起步晚,起步/晚,14,226,126,401.106686332
筹资渠道,筹资/渠道,18,165,707,125.88674296
国富论,国富/论,42,44,1696,459.178575257
珠江三角洲,珠江/三角洲,141,172,188,3557.48982558
切实减轻,切实/减轻,16,297,267,164.612618066
农畜产品,农畜/产品,10,10,7695,106.023521767
商机,商/机,73,625,176,541.428390909
忧颗,忧/颗,14,130,34,2584.14343891
力役,力/役,10,382,23,928.580696563
农民进城,农民/进城,25,2550,60,133.308986928
乱罚款,乱/罚款,13,253,33,1270.33932207
朱ｒ,朱/ｒ,20,84,35,5550.00680272
不能否认,不能/否认,14,568,152,132.296075797
解释力,解释/力,50,962,382,111.004968924
达成共识,达成/共识,15,203,148,407.328085475
百货零售,百货/零售,11,39,399,576.721354669
Ｕ庑,Ｕ/庑,19,265,123,475.568921614
Ｕ庵,Ｕ/庵,23,265,123,575.688694585
Ｕ咸,Ｕ/咸,14,265,50,862.031245283
师夷,师/夷,15,42,61,4776.64519906
洋务运动,洋务/运动,21,29,686,861.207952146
领导干部,领导/干部,47,857,421,106.278591563
忧慷,忧/慷,12,130,35,2151.69494505
周期性波动,周期性/波动,46,183,1212,169.20569352
欢咸,欢/咸,11,223,50,804.875426009
墓芾,墓/芾,20,453,190,189.57848263
占有一席之地,占有/一席之地,19,713,34,639.434411352
篇论文,篇/论文,38,312,411,241.767561919
现行税制,现行/税制,11,401,163,137.300322813
龇ⅲ,龇/ⅲ,12,90,118,921.865536723
适谐,适/谐,19,103,832,180.885560586
古典综合派,古典/综合派,16,661,16,1234.2677761
应急措施,应急/措施,11,17,2342,225.407168333
龇矫,龇/矫,30,90,295,921.865536723
统筹安排,统筹/安排,17,93,827,180.331383027
导际,导/际,18,265,389,142.458340205
偿债率,偿债/率,12,55,1587,112.163739474
兰州大学,兰州/大学,18,56,1403,186.912203442
扫清,扫/清,16,27,334,1447.50676425
引致,引/致,111,335,328,824.166918456
担保基金,担保/基金,44,261,1206,114.04485872
搞上去,搞/上去,19,802,36,536.892802715
专制主义,专制/主义,11,42,790,270.475015069
公职人员,公职/人员,24,25,1956,400.417668712
海口至,海口/至,10,36,1812,125.069137846
非公经济部门,非公经济/部门,36,43,4719,144.742116235
强制推行,强制/推行,10,153,529,100.800746259
颇具,颇/具,27,163,310,435.938590936
人民币汇率,人民币/汇率,102,580,926,154.943028971
５诙,５/诙,23,265,101,701.086232019
募际,募/际,22,167,389,276.291458215
仅仅局限,仅仅/局限,17,510,216,125.902932099
接下来,接/下来,12,152,286,225.207305852
过度膨胀,过度/膨胀,21,445,287,134.149246369
虚像,虚/像,11,133,576,117.146525167
海上丝绸之路,海上/丝绸之路,15,85,37,3891.18124006
湘潭大学,湘潭/大学,10,14,1403,415.360452092
50—60年代,50—60/年代,10,11,4656,159.2961184
增发国债,增发/国债,50,117,632,551.668154279
醚芯,醚/芯,13,90,235,501.468699764
晚清,晚/清,32,126,334,620.360041821
当年价,当年/价,16,375,235,148.126139007
壳暗,壳/暗,18,106,88,1574.32654374
日用消费品,日用/消费品,12,42,719,324.200675541
工商时报,工商/时报,12,292,83,403.953292623
逼冢,逼/冢,14,104,117,938.684582512
轮多边,轮/多边,11,445,174,115.902892936
政治经济学教科书,政治经济学/教科书,25,819,101,246.573036425
暮旯,暮/旯,13,87,67,1819.53388231
国民生产总值,国民/生产总值,363,938,1425,221.56429357
IS曲线,IS/曲线,48,90,693,627.87955748
