复旦计算机,句子数量,464392,方法,mi,support,10,阈值,200
复合词,复合词,复合词数量,词1数量,词2数量,方法算出值
黑龙江大学,黑龙江/大学,12,21,768,345.529761905
作者姓名,作者/姓名,14,434,59,253.904866047
智能交通地理,智能/交通地理,11,922,14,395.747753331
签名公钥解开,签名公钥/解开,13,23,19,13814.8649886
异步电机,异步/电机,13,248,113,215.425920639
标注正确率,标注正确/率,25,25,494,940.064777328
偏微分方程,偏微分/方程,20,22,782,539.86514764
容错精简强故障保险,容错精简强/故障保险,11,21,36,6757.02645503
科技项目网上申报,科技/项目网上申报,11,301,13,1305.47201636
工程学院沈阳110006,工程/学院沈阳110006,11,1245,19,215.950623547
电子信箱,电子/信箱,16,584,62,205.210782148
LR型模糊数,LR型模糊/数,14,14,1852,250.75161987
三角Bzier曲面片,三角/Bzier曲面片,15,71,21,4671.95171026
COMPUTERAPPLICATIONS1999年第19卷第9期Vol.19No.91999,COMPUTERAPPLICATIONS1999年第19卷第9/期Vol.19No.91999,10,12,10,38699.3333333
剩余带宽,剩余/带宽,11,51,428,234.025655122
中国科学院自动化研究所北京100080,中国科学院自动化/研究所北京100080,12,77,42,1723.16141002
正交尺度变换,正交尺度/变换,12,26,869,246.645304063
逐步求精定位法,逐步求精定位/法,11,11,1354,342.977843427
坏情形H2性能指标,坏情形H2性能/指标,14,15,513,844.897725796
图形编辑器,图形/编辑器,37,759,107,211.573319542
学报JOURNALOFSOFTWARE1999年第19卷第3期Vol.19No.31999,学报JOURNALOFSOFTWARE1999/年第19卷第3期Vol.19No.31999,12,23,12,20190.9565217
选框,选/框,11,354,72,200.420276208
博士论文,博士/论文,20,251,177,209.058455444
电气自动化,电气/自动化,14,57,513,222.341506788
全双工,全/双工,14,303,18,1192.05867253
准正态,准正/态,29,29,381,1218.87664042
分时段线性化,分时段线性/化,12,12,2288,202.968531469
工程COMPUTERENGINEERING1999年第25卷第10期Vol.25No.101999,工程COMPUTERENGINEERING1999年第25卷/第10期Vol.25No.101999,11,13,11,35722.4615385
二元决策树,二元决策/树,20,20,1033,449.556631171
工程COMPUTERENGINEERING1999年第25卷第8期Vol.25No.81999,工程COMPUTERENGINEERING1999年第25卷第8期/Vol.25No.81999,10,12,10,38699.3333333
WEIXINGJIYUYINGYONG1999年3月第18卷第3期,WEIXINGJIYUYINGYONG1999年3月第18/卷第3期,10,10,23,20190.9565217
山东工业大学,山东工业/大学,10,12,459,843.122730574
自动化学报ACTAAUTOMATICASINICA1997年第23卷第1期Vol.23No.11997,自动化学报ACTAAUTOMATICASINICA1997年第23卷/第1期Vol.23No.11997,19,46,19,10095.4782609
自动化学报ACTAAUTOMATICASINICA1998年第24卷第5期Vol.24No.51998,自动化学报ACTAAUTOMATICASINICA1998/年第24卷第5期Vol.24No.51998,20,71,20,6540.73239437
科学系上海200433,科学/系上海200433,12,838,17,391.176751369
数字摄象IC,数字摄象/IC,14,17,34,11248.2491349
发展JOURNALOFCOMPUTERRESEARCHANDDEVELOPMENT1999年第36卷第10期Vol.36No.10,发展JOURNALOFCOMPUTERRESEARCHANDDEVELOPMENT1999年/第36卷第10期Vol.36No.10,10,10,10,46439.2
载入器,载入/器,26,54,1036,215.826397826
COMPUTERAPPLICATIONS1999年第19卷第6期Vol.19No.61999,COMPUTERAPPLICATIONS1999年第19卷/第6期Vol.19No.61999,10,23,10,20190.9565217
张曲面片,张/曲面片,10,235,23,859.189639223
思考型,思考/型,11,28,910,200.483202512
自动化学报ACTAAUTOMATICASINICA1997年第23卷第4期Vol.23No.41997,自动化学报ACTAAUTOMATICASINICA1997年第23卷第4/期Vol.23No.41997,22,23,22,20190.9565217
自动化学报ACTAAUTOMATICASINICA1998年第24卷第1期Vol.24No.11998,自动化学报ACTAAUTOMATICASINICA1998/年第24卷第1期Vol.24No.11998,26,71,26,6540.73239437
自动化学报ACTAAUTOMATICASINICA1997年第23卷第5期Vol.23No.51997,自动化学报ACTAAUTOMATICASINICA1997年第23/卷第5期Vol.23No.51997,22,23,22,20190.9565217
CG国家重点实验室杭州310027,CG国家/重点实验室杭州310027,19,27,19,17199.7037037
自动化学报ACTAAUTOMATICASINICA1999年第25卷第1期vol.25No.11999,自动化学报ACTAAUTOMATICASINICA1999年第25卷/第1期vol.25No.11999,11,23,11,20190.9565217
自动化学报ACTAAUTOMATICASINICA1999年第25卷第6期Vol.25No.61999,自动化学报ACTAAUTOMATICASINICA1999年第25卷/第6期Vol.25No.61999,12,23,12,20190.9565217
自动化学报AGTAAUTOMATICASINICA1999年第25卷第2期Vol.25No.21999,自动化学报AGTAAUTOMATICASINICA1999年第25/卷第2期Vol.25No.21999,22,24,22,19349.6666667
学报JOURNALOFSOFTWARE1999年第6期第10卷Vol.10No.61999,学报/JOURNALOFSOFTWARE1999年第6期第10卷Vol.10No.61999,10,238,10,1951.22689076
四川大学,四川/大学,11,41,459,271.444391307
西安交通大学系统工程研究所西安710049,西安交通/大学系统工程研究所西安710049,12,13,12,35722.4615385
北京航空航天大学出版社,北京航空航天大学/出版社,12,61,306,298.548376728
线性时段特性,线性/时段特性,19,1385,19,335.301083032
山东大学,山东/大学,11,33,459,337.249092229
优鲁棒解析余度,优鲁棒解析余/度,13,13,1007,461.163853029
学报JOURNALOFSOFTWARE1999年第10卷第11期Vol.10No.111999,学报JOURNALOFSOFTWARE1999年第10卷第11期Vol.10/No.111999,11,11,17,27317.1764706
自动化学报ACTAAUTOMATICASINICA1997年第23卷第3期vol.23No.31997,自动化学报ACTAAUTOMATICASINICA1997年第23卷/第3期vol.23No.31997,26,46,26,10095.4782609
东南大学自动化,东南大学/自动化,15,59,513,230.147685598
自动化学报ACTAAUTOMATICASINICA1999年第25卷第5期Vol.25No.51999,自动化学报ACTAAUTOMATICASINICA1999年第25/卷第5期Vol.25No.51999,20,20,27,17199.7037037
ITSAPPLICATIONS1999年第18卷第1期,ITSAPPLICATIONS1999年/第18卷第1期,13,13,13,35722.4615385
ComputerApplications1999年第19卷第8期Vol.19,ComputerApplications1999/年第19卷第8期Vol.19,13,27,13,17199.7037037
ITSAPPLICATIONS1999年第18卷第2期,ITSAPPLICATIONS1999年第18卷第2/期,12,12,161,2884.42236025
北京航空航天大学第七研究室北京100083,北京航空航天/大学第七研究室北京100083,12,13,12,35722.4615385
ComputerApplications1999年第19卷第7期,ComputerApplications1999/年第19卷第7期,14,27,14,17199.7037037
COMPUTERAPPLICATIONS1999年第19卷第10期,COMPUTERAPPLICATIONS1999年第19卷/第10期,11,23,13,17084.6555184
电子邮件,电子/邮件,107,504,443,222.553405711
系南京210093,系/南京210093,17,809,28,348.519512626
获工学博士学位,获工学/博士学位,15,22,55,5756.92561983
浙江大学人工智能,浙江大学/人工智能,14,98,294,225.652089407
自动化学报ACTAAUTOMATICASINICA1998年第24卷第4期Vol.24No.41998,自动化学报ACTAAUTOMATICASINICA1998/年第24卷第4期Vol.24No.41998,25,71,25,6540.73239437
InformationandControl1999年第28卷第1期Vol.28No.11999,InformationandControl1999年第28卷第1/期Vol.28No.11999,10,10,10,46439.2
中国科技大学,中国/科技大学,21,328,80,371.655182927
频标信号,频标/信号,12,15,1232,301.553246753
自动化学报ACTAAUTOMATICASINICA1997年第23卷第6期Vol.23No.61997,自动化学报ACTAAUTOMATICASINICA1997/年第23卷第6期Vol.23No.61997,24,24,24,19349.6666667
学报JOURNALOFSOFTWARE1999年第10卷第10期Vol.10No.101999,学报JOURNALOFSOFTWARE1999/年第10卷第10期Vol.10No.101999,11,11,11,42217.4545455
大学电气,大学/电气,11,347,43,342.357214664
国家863高科技项目基金资助,国家863高科技项目/基金资助,28,55,164,1441.57161863
上海交通大学自动化系,上海交通大学自动化/系,17,34,792,293.176767677
1-入邻结,1-入邻/结,10,10,1398,332.183118741
基金项目,基金/项目,71,155,921,230.967966096
西安电子科技大学出版社,西安电子科技大学/出版社,12,21,292,908.790606654
清华大学自动化系北京100084参考文献,清华大学/自动化系北京100084参考文献,14,189,14,2457.1005291
