复旦经济,句子数量,815851,方法,mi,support,10,阈值,200
复合词,复合词,复合词数量,词1数量,词2数量,方法算出值
颇具,颇/具,27,163,310,435.938590936
５诙,５/诙,23,265,101,701.086232019
募际,募/际,22,167,389,276.291458215
接下来,接/下来,12,152,286,225.207305852
海上丝绸之路,海上/丝绸之路,15,85,37,3891.18124006
湘潭大学,湘潭/大学,10,14,1403,415.360452092
增发国债,增发/国债,50,117,632,551.668154279
醚芯,醚/芯,13,90,235,501.468699764
晚清,晚/清,32,126,334,620.360041821
壳暗,壳/暗,18,106,88,1574.32654374
日用消费品,日用/消费品,12,42,719,324.200675541
工商时报,工商/时报,12,292,83,403.953292623
外溢,外/溢,77,1903,103,320.498176104
逼冢,逼/冢,14,104,117,938.684582512
政治经济学教科书,政治经济学/教科书,25,819,101,246.573036425
暮旯,暮/旯,13,87,67,1819.53388231
国民生产总值,国民/生产总值,363,938,1425,221.56429357
IS曲线,IS/曲线,48,90,693,627.87955748
未署名,未/署名,11,1481,16,378.728941594
供需匹配,供需/匹配,10,168,52,933.895375458
纷繁复杂,纷繁/复杂,16,22,632,938.838895282
句话,句/话,86,163,239,1801.04181533
成套设备,成套/设备,19,28,1181,468.76645095
人均年收入,人均/年收入,17,1299,43,248.303113307
排挤效应,排挤/效应,25,56,1677,217.184971037
肥谐,肥/谐,18,68,832,259.567979355
篇题为,篇/题为,15,312,30,1307.45352564
损失惨重,损失/惨重,10,665,16,766.777255639
公顷桑园,公顷/桑园,14,81,55,2563.84152637
墓餐,墓/餐,10,453,63,285.872315078
法人财产权,法人/财产权,29,383,82,753.349009743
成正比,成/正比,36,1351,37,587.565487027
刊地名,刊/地名,1155,3776,1155,216.062235169
领导人员任期,领导人员/任期,14,56,40,5099.06875
创记录,创/记录,13,270,168,233.819731041
TY厂,TY/厂,44,46,629,1240.66648234
空心化,空心/化,16,16,2496,326.86338141
门类齐全,门类/齐全,11,41,49,4467.07864609
水产养殖,水产/养殖,12,39,111,2261.54123354
英文标题,英文/标题,93,217,1545,226.310957004
相机抉择,相机/抉择,52,66,117,5493.94612795
苯油,苯/油,13,111,65,1470.0018018
天毛,天/毛,11,364,70,352.211970173
排除条款,排除/条款,13,265,186,215.176770136
人均GNP,人均/GNP,85,1299,244,218.791677709
生物医药,生物/医药,14,268,101,421.971109798
自我毁灭,自我/毁灭,11,546,29,566.777883037
产能过剩,产能/过剩,15,23,1435,370.785184063
希望寄托,希望/寄托,11,443,25,810.326049661
收付,收/付,14,519,99,222.298398241
后备基金,后备/基金,11,27,1206,275.608408574
合规,合/规,12,228,110,390.359330144
临夏州,临夏/州,12,17,158,3644.90394639
终身雇佣,终身/雇佣,10,58,140,1004.74261084
失范,失/范,16,115,74,1533.91492362
云南财贸,云南/财贸,10,121,77,875.658473758
单凭,单/凭,12,213,204,225.310963822
中坚力量,中坚/力量,12,20,1432,341.837011173
财会通讯,财会/通讯,10,53,483,318.70424626
叫政治课,叫/政治课,10,128,20,3186.91796875
系副教授,系/副教授,24,560,107,326.776101469
业余时间,业余/时间,10,17,2115,226.90891392
1891年拱北,1891年/拱北,10,12,64,10623.0598958
深圳市委,深圳/市委,38,1371,106,213.329603787
耗散,耗/散,19,60,85,3039.44490196
当代亚太,当代/亚太,13,559,42,451.744739756
生产能力利用率,生产能力/利用率,41,488,127,539.723296115
归国家所有,归/国家所有,10,189,22,1962.12361712
囊恍,囊/恍,16,243,141,380.982867817
至今,至/今,93,1812,167,250.737409287
免征关税,免征/关税,15,42,740,393.750482625
麻省理工学院,麻省/理工学院,11,13,12,57527.9551282
５谌,５/谌,25,265,164,469.311435803
加州大学,加州/大学,13,18,1403,419.975568227
长江三角洲,长江/三角洲,39,272,188,622.22678739
石油石化,石油/石化,13,501,82,258.16812716
水下考古,水下/考古,11,31,99,2924.19713262
目赡,目/赡,10,156,188,278.1816012
跳票,跳/票,21,81,162,1305.66003658
粮食自给,粮食/自给,16,866,62,243.120315876
集粹法,集粹/法,24,26,1585,475.137685028
⑵笠,⑵/笠,23,58,945,342.356741471
城乡隔绝,城乡/隔绝,10,1203,30,226.060127459
嚼丛,嚼/丛,25,56,136,2678.08232668
大学法学院,大学/法学院,14,1403,21,387.669755286
信孚,信/孚,15,128,15,6373.8359375
成人教育,成人/教育,17,25,2166,256.130507849
值得深思,值得/深思,12,483,45,450.435334714
闹魈,闹/魈,22,366,107,458.319850876
慕鹑,慕/鹑,25,233,367,238.522236905
生物工程,生物/工程,55,268,744,225.043156195
矫娴,矫/娴,57,295,183,861.415337594
第52页,第52/页,13,15,3492,202.483066056
闹苯,闹/苯,10,366,111,200.819918279
政法系,政法/系,10,23,560,633.424689441
建制镇,建制/镇,21,45,184,2069.18731884
闹圃,闹/圃,13,366,68,426.151679524
慕嵌,慕/嵌,26,233,132,689.690661985
注意力放,注意力/放,14,69,516,320.804235479
闹匾,闹/匾,59,366,217,606.068960741
7月1日,7月/1日,36,322,153,596.164413592
敕⒄,敕/⒄,24,87,852,264.157681723
前面提到,前面/提到,15,190,147,438.158431794
百万台,百万/台,12,59,540,307.288512241
清乾隆,清/乾隆,10,334,30,814.22255489
塑料厂,塑料/厂,16,80,629,259.412082671
广告宣传,广告/宣传,26,146,293,495.865304596
硬道理,硬/道理,25,237,147,585.443755561
罗斯福新政,罗斯福/新政,11,29,38,8143.70326679
创业板,创业/板,52,535,177,448.009419716
供需差额,供需/差额,20,168,140,693.75085034
敕枪,敕/枪,11,87,185,557.586890339
化学纤维制造业,化学纤维/制造业,13,16,1266,523.601056477
内容提要,内容/提要,500,2163,502,375.682199542
打下坚实,打下/坚实,10,73,121,923.639759991
拉氏,拉/氏,17,345,120,335.011280193
斯比特,斯/比特,10,320,18,1416.40798611
攸关,攸/关,16,16,321,2541.59190031
宗教信仰,宗教/信仰,11,128,56,1252.00348772
主观能动性,主观/能动性,16,244,31,1725.75568482
康德拉捷夫长波,康德拉捷夫/长波,10,12,87,7814.66475096
暹罗,暹/罗,10,11,129,5749.47850599
回归方程,回归/方程,38,409,211,359.243305253
江西财经,江西/财经,10,57,339,422.21756456
赖陆,赖/陆,17,158,157,559.117431267
谥泄,谥/泄,22,118,401,379.321230821
发文量,发文/量,24,36,1253,434.078744347
带料,带/料,12,275,79,450.642669735
理由相信,理由/相信,11,251,158,226.293837309
证监,证/监,42,135,70,3626.00444444
之和等于,之和/等于,15,120,477,213.797431866
副行长,副/行长,14,324,54,652.83001829
支高素质,支/高素质,10,148,30,1837.50225225
收缩战线,收缩/战线,23,287,94,695.550930388
少数民族聚居,少数民族/聚居,11,242,13,2852.62587413
紧密相连,紧密/相连,16,426,41,747.372953166
紧密相联,紧密/相联,18,426,36,957.571596244
LM曲线,LM/曲线,55,91,693,711.539333682
叫剥削,叫/剥削,10,128,222,287.109726914
战时共产主义,战时/共产主义,16,44,164,1808.98226164
天津300071,天津/300071,10,251,11,2954.91126403
证伪,证/伪,17,135,87,1180.88267348
谐∈,谐/∈,25,832,37,662.560908264
谐∫,谐/∫,14,832,25,549.130480769
谐≈,谐/≈,34,832,45,740.890331197
谐⌒,谐/⌒,19,832,30,621.040424679
迷诵,迷/诵,21,164,127,822.588390628
年薪制,年薪/制,26,48,1241,356.099348644
民族自治地方,民族自治/地方,24,30,2064,316.221317829
庖坏,庖/坏,16,151,398,217.205497687
吃穿,吃/穿,15,265,61,757.053201361
犯错误,犯/错误,12,61,373,430.282248495
依法治国,依法/治国,14,268,39,1092.79697666
牛津大学,牛津/大学,18,23,1403,455.090582293
谡庵智,谡/庵智,10,114,12,5963.82309942
Ｆ笠,Ｆ/笠,25,90,945,239.81510876
抗芾,抗/芾,10,75,190,572.527017544
微波化,微波/化,11,12,2496,299.624766293
原文出处,原文/出处,1345,1354,1356,597.660812168
产学研联合,产学研/联合,18,50,695,422.599079137
睦砺,睦/砺,21,194,125,706.51014433
睦投,睦/投,43,194,415,435.742056887
1月1日,1月/1日,59,275,153,1144.03348782
拉美经委会,拉美/经委会,19,507,19,1609.17357002
副总理,副/总理,26,324,122,536.63544829
抽象掉,抽象/掉,16,273,216,221.367792701
半边陲,半/边陲,16,520,45,557.846837607
世纪上半叶,世纪/上半叶,16,3220,18,225.217667357
以下简称,以下/简称,46,1452,92,280.940426997
释放出来,释放/出来,27,116,889,213.606696792
⒖蒲,⒖/蒲,10,40,104,1961.18028846
＠⑤,＠/⑤,11,335,87,307.921118545
ISO14000认证,ISO14000/认证,10,30,70,3885.0047619
假日,假/日,38,169,915,200.487198888
第61页,第61/页,11,12,3492,214.164781405
巴达维亚城日记,巴达维亚城/日记,13,13,20,40792.55
Ｈ欢,Ｈ/欢,13,166,223,286.510967637
蠖嗍,蠖/嗍,14,46,52,4775.04765886
运距,运/距,13,190,53,1053.23366435
杖氩,杖/氩,12,182,49,1097.8035434
杖氲,杖/氲,19,182,70,1216.7322606
人均纯收入,人均/纯收入,123,1299,165,468.190790118
Ｈ绻,Ｈ/绻,38,166,147,1270.48348496
长崎华,长崎/华,10,46,380,466.733981693
商务印书馆,商务/印书馆,160,1000,160,815.851
际酰,际/酰,10,389,39,537.770087667
私营企业主,私营/企业主,48,1362,73,393.869289723
际跎,际/跎,13,389,64,426.014741324
际跞,际/跞,13,389,16,1704.0589653
窍缇,窍/缇,10,80,20,5099.06875
际踅,际/踅,15,389,26,1209.98269725
Ｈ嗣,Ｈ/嗣,10,166,116,423.686643124
旅游娱乐业,旅游/娱乐业,14,1210,36,262.211065197
加速折旧,加速/折旧,16,767,84,202.607810269
敢苟同,敢/苟同,10,164,14,3553.35801394
压延加工业,压延/加工业,24,34,428,1345.54865311
块块,块/块,12,197,197,252.266536113
五四运动,五四/运动,10,52,686,228.709071541
西海岸,西/海岸,14,200,20,2855.4785
对内对外,对内/对外,11,26,964,358.057812001
复杂多变,复杂/多变,15,632,48,403.407337816
沪深,沪/深,33,156,532,324.405762001
油蹲,油/蹲,10,65,248,506.111042184
电子邮件,电子/邮件,15,1721,22,323.220247214
华尔街日报,华尔街/日报,13,31,166,2061.03050913
尚待,尚/待,26,628,144,234.564379866
摹６,摹/６,12,301,128,254.106416113
见效快,见效/快,20,47,1443,240.58949293
东南亚诸国,东南亚/诸国,10,722,34,332.34927489
楔入,楔/入,66,66,480,1699.68958333
诱致,诱/致,40,77,328,1292.13018689
理性党派,理性/党派,14,699,65,251.390205788
订立合同,订立/合同,12,50,531,368.746214689
赂谥,赂/谥,10,49,118,1411.01867866
违法违纪,违法/违纪,10,100,29,2813.27931034
邮电通讯,邮电/通讯,21,89,483,398.559355154
上级主管,上级/主管,16,108,233,518.741694484
西雅图会议,西雅图/会议,25,42,670,724.814321251
坚决反对,坚决/反对,18,154,360,264.886688312
男枰,男/枰,20,407,152,263.756304151
持卡,持/卡,11,432,71,292.591321075
律师事务所,律师/事务所,13,32,51,6498.81311275
览涤,览/涤,11,61,117,1257.44164215
怠钡,怠/钡,10,205,181,219.876296995
陈郁,陈/郁,10,141,14,4132.98378926
持币,持/币,23,432,176,246.798361216
超越国界,超越/国界,21,293,152,384.69712143
东中西,东/中西,10,441,30,616.667422525
炼焦业,炼焦/业,13,23,1615,285.531377036
温氏集团,温氏/集团,17,17,1484,549.764824798
学术月刊,学术/月刊,16,439,48,619.476841306
吃皇粮,吃/皇粮,12,265,13,2841.86124819
违法违规,违法/违规,10,100,50,1631.702
妥善处理,妥善/处理,14,40,932,306.381813305
卷上册,卷/上册,11,1081,16,518.8691605
＠④,＠/④,21,335,129,396.456577577
＠②,＠/②,41,335,257,388.523038504
溢价,溢/价,16,103,235,539.294195414
施政报告,施政/报告,13,19,1333,418.765072847
ｎ＠①,ｎ＠/①,13,29,523,699.285488231
南方谈话,南方/谈话,13,261,57,712.916784298
一手抓,一手/抓,13,34,248,1257.83479602
辖玻,辖/玻,10,80,43,2371.65988372
租金耗费,租金/耗费,14,122,116,807.088326738
云笠,云/笠,12,87,522,215.576958647
九届人大,九届/人大,24,31,77,8202.94260578
市盈率,市/盈率,43,774,43,1054.07105943
初露端倪,初/露端倪,13,1127,15,627.392073351
蹲收,蹲/收,22,170,504,209.485550887
分灶吃饭,分/灶吃饭,12,899,12,907.50945495
密集度,密集/度,43,286,583,210.399507011
ｏ＠①望,ｏ＠①/望,18,39,58,6492.18302387
会计司法鉴定,会计/司法鉴定,44,3211,50,223.590432887
件事,件/事,30,264,391,237.110846315
挠行,挠/行,14,90,507,250.31588867
粤西南经济圈,粤/西南经济圈,10,92,10,8867.94565217
常住人口,常住/人口,10,13,2727,230.134833996
澳葡当局,澳葡/当局,21,90,362,525.870810313
东北财经大学,东北财经/大学,24,24,1115,731.704932735
相差甚远,相差甚/远,25,28,570,1277.96209273
放在首位,放在首/位,24,24,1172,696.118600683
⒄购,⒄/购,10,186,164,267.457054812
城乡购买力动态平衡,城乡/购买力动态平衡,22,1193,24,626.87629226
选精法,选精/法,27,29,1561,486.601802558
岷掀鹄,岷掀/鹄,12,14,43,16262.8106312
绞谐,绞/谐,24,145,616,219.216569637
西安交通大学,西安交通/大学,17,17,1115,731.704932735
求真原则,求真/原则,12,17,1929,298.545787211
⒄挂,⒄/挂,11,186,85,567.63826692
马克思主义经典作家,马克思主义/经典作家,31,964,45,583.019386814
原始凭证,原始/凭证,16,203,78,824.404193508
波罗的海沿岸各国,波罗的海沿岸/各国,14,18,2016,314.757330247
租佃制,租佃/制,12,45,988,220.202699055
编制现金流量表,编制/现金流量表,13,179,45,1316.70552452
哪谌,哪/谌,12,273,139,257.99699581
宋代江南亩产量,宋代江南/亩产量,11,67,100,1339.45686567
1999年11月15日,1999年/11月15日,10,2063,14,282.477321515
法定存款准备金,法定/存款准备金,10,93,46,1907.08508649
主辅结合,主辅/结合,13,22,2070,232.89554238
无从谈起,无从谈/起,19,19,2925,278.923418803
毛泽东同志,毛泽东/同志,15,238,166,309.754100435
肪场,肪/场,13,86,479,257.466208671
某潭,某/潭,15,805,62,245.196653977
研究所副所长,研究所/副所长,10,407,15,1336.36527437
荷兰殖民者,荷兰殖民/者,12,14,2258,309.699228141
不尽合理,不尽/合理,21,38,2037,221.337764514
Ｎ颐侨衔,Ｎ颐/侨衔,11,31,19,15236.6061121
允谐,允/谐,17,85,616,264.886688312
城市圈域,城市/圈域,94,3454,109,203.699457616
充满活力,充满/活力,24,145,561,240.70839019
金属制品业,金属/制品业,11,85,81,1303.46564996
布雷顿森林,布雷/顿森林,19,19,20,40792.55
欧亚,欧/亚,16,243,141,380.982867817
通货收缩,通货/收缩,39,89,264,1354.19599081
五金交电,五金交/电,10,10,244,3343.65163934
据联合国贸发,据/联合国贸发,10,1726,22,214.855946487
开征利息税,开征利息/税,12,12,822,992.51946472
上海译文出版社,上海/译文出版社,20,1419,20,574.947850599
梅⒄怪,梅/⒄怪,11,168,76,702.879151003
梅⒄拐,梅/⒄拐,14,168,23,2955.98188406
债权债务,债权/债务,29,137,756,228.437019658
差序格局,差序/格局,25,27,1006,750.912119873
德布鲁,德/布鲁,14,274,14,2977.55839416
推笠,推/笠,36,226,522,248.962770827
股票交易所,股票/交易所,10,926,43,204.895022352
视察深圳,视察/深圳,14,43,1244,213.525648695
熨平波动,熨平/波动,10,20,1212,336.572194719
黄金储备,黄金/储备,10,123,149,445.163420091
多种纤维协定,多种纤维/协定,15,16,290,2637.44935345
骋坏,骋/坏,11,146,289,212.692823624
行政长官,行政/长官,12,1626,30,200.701353014
田租,田/租,11,212,135,313.569566737
珠澳,珠/澳,12,46,362,587.930098487
恰亚诺夫,恰亚/诺夫,29,29,31,26317.7741935
中南财经大学,中南财经/大学,12,12,1115,731.704932735
导弹防御系统,导弹防御/系统,10,11,2461,301.374533634
第t,第/t,13,52,558,365.524641577
琼斯股票指数,琼斯股票/指数,10,11,726,1021.60155272
吉林大学,吉林/大学,31,92,1115,246.552749074
普查资料汇编,普查/资料汇编,11,96,22,4249.22395833
草制品业,草制品/业,10,13,1123,558.84033153
姓社,姓/社,12,247,152,260.766354144
澳台,澳/台,47,362,489,216.616372346
反杜林论,反杜林/论,13,13,1620,503.611728395
外生变量,外/生变量,52,1813,107,218.691856839
合伙制,合伙/制,16,54,988,244.669665617
发债,发/债,21,346,122,405.876788591
咝录际,咝录/际,21,25,281,2438.84284698
进料加工,进料/加工,26,28,1311,577.861120192
人民民主专政,人民/民主专政,11,2202,11,370.504541326
末端污染控制,末端污染/控制,27,27,2339,348.803334758
再创辉煌,再/创辉煌,11,2414,11,337.966445733
秦东商业,秦东/商业,16,23,2000,283.77426087
自然经济观,自然经济/观,16,159,399,205.759934427
关贸总协定,关贸/总协定,54,55,85,9423.73347594
扩需,扩/需,17,76,805,226.699362537
物博,物/博,14,372,91,337.407361456
我以为,我/以为,28,1213,78,241.442365823
中央编译出版社,中央编译/出版社,15,16,1924,397.536544958
厦门大学,厦门/大学,45,160,1115,205.792012332
委派财务总监,委派/财务总监,15,125,77,1271.4561039
中共中央党校出版社,中共中央党校/出版社,17,26,1924,277.256256997
官营手工业,官营/手工业,13,45,116,2031.81283525
拨改贷,拨/改贷,22,50,22,16317.02
在职职工,在职/职工,19,61,1247,203.78309911
登记注册,登记/注册,13,193,214,256.792964021
达不到,达/不到,16,2200,25,237.338472727
固定基,固定/基,10,405,62,324.910792513
高等专科学校学报,高等专科学校/学报,10,15,220,2472.27575758
ｎｇ＠①基总理,ｎｇ＠①/基总理,13,62,17,10062.6783681
记帐凭证,记/帐凭证,12,105,13,7172.31648352
男畔ⅲ,男/畔ⅲ,13,367,21,1376.15972493
帕累托,帕/累托,121,153,123,5245.65444498
帕氏指数,帕氏/指数,10,15,726,749.174471993
大泽正昭,大泽正/昭,12,12,19,42939.5263158
纳什均衡,纳什/均衡,42,56,1957,312.666453756
粤港澳,粤港/澳,17,29,362,1321.15326729
员工持股,员工/持股,17,384,122,296.0524889
联产承包制,联产承包/制,12,23,988,430.831367717
煤献鞯,煤/献鞯,10,126,21,3083.33711262
笠盗斓,笠/盗斓,10,522,12,1302.44412516
刑事责任,刑事/责任,10,26,1006,311.917342101
侯外庐,侯/外庐,13,26,13,31378.8846154
鞋类设计,鞋类/设计,14,45,591,429.475991728
恋亓髯,恋亓/髯,13,13,42,19425.0238095
姆⒄埂,姆⒄/埂,12,111,78,1130.77061677
河南财经学院,河南/财经学院,10,102,31,2580.17394054
北美自由贸易区,北美/自由贸易区,53,192,168,1340.52898686
10月1日,10月/1日,10,306,42,634.804699658
菲利浦斯曲线,菲利浦斯/曲线,27,27,494,1651.52024291
弥澳艿,弥澳/艿,14,24,122,3900.92691257
食货志,食/货志,22,132,22,6180.68939394
利大于弊,利/大于弊,17,676,17,1206.88017751
货物周转总量,货物周转/总量,10,12,1232,551.847267316
煞葜破,煞/葜破,11,81,11,10072.2345679
８母锟,８母/锟,12,20,16,30594.4125
套利,套/利,64,386,676,200.104485391
强修订稿,强/修订稿,12,1304,12,625.652607362
恶性通货膨胀,恶性/通货膨胀,30,96,1167,218.469098115
Ｒ话,Ｒ/话,10,151,115,469.824935215
限产压库,限产/压库,10,15,15,36260.0444444
浞址⒒,浞址/⒒,12,16,84,7284.38392857
财经大学学报,财经大学/学报,15,124,220,448.598423754
投包,投/包,13,345,129,238.311717785
计提,计/提,15,280,211,207.138879485
笠蹈母,笠/蹈母,21,522,25,1312.86367816
盈余公积,盈余/公积,22,204,24,3665.99714052
稽察特派员,稽/察特派员,26,30,26,27195.0333333
费改税,费改/税,28,30,822,926.351500406
美洲自由贸易区,美洲/自由贸易区,28,118,168,1152.3319209
入关,入/关,31,403,210,298.846520147
难以估量,难以/估量,10,1513,21,256.774934693
调往,调/往,11,198,139,326.079536371
荒区所在地,荒/区所在地,17,187,17,4362.83957219
菲利普斯曲线,菲利普斯/曲线,16,18,494,1468.0179937
陈＠①,陈/＠①,10,131,148,420.802042501
固定资产折旧,固定资产/折旧,12,604,68,238.367062719
地中海沿岸各国,地中海沿岸/各国,12,18,2016,269.791997354
文献选编,文献/选编,12,1603,24,254.476294448
呆坏帐,呆/坏帐,13,25,95,4465.71073684
谐√跫,谐/√跫,10,616,10,1324.43344156
代表第i,代表/第i,27,1149,42,456.462700485
笠捣⒄,笠/捣⒄,14,522,45,486.245806726
博士论文,博士/论文,18,177,359,231.108351825
邓小平南巡讲话,邓小平南巡/讲话,20,28,142,4103.87826962
锰逯频,锰/逯频,11,71,25,5055.97802817
新华出版社,新华/出版社,12,15,1924,339.231185031
⒄怪泄,⒄怪/泄,45,76,349,1384.15378525
不可忽视,不可/忽视,75,457,469,285.484853009
超国民待遇,超/国民待遇,24,319,163,376.568340481
首届,首/届,21,393,177,246.29995256
联合国贸发会议,联合国贸发/会议,21,22,576,1352.02580492
卖粮难,卖粮/难,13,15,1315,537.696476553
虚增盈利,虚增/盈利,20,56,472,617.320671913
迷鹑沃,迷/鹑沃,11,143,22,2852.62587413
按可比价格计算,按/可比价格计算,39,1826,40,435.626903067
诜⒄怪,诜/⒄怪,10,60,76,1789.14692982
甲科村,甲科/村,31,33,297,2580.48984797
十二届三中全会,十二/届三中全会,17,42,264,1250.85380592
拆股系数,拆股/系数,15,85,316,455.612993299
赖帐,赖/帐,18,141,300,347.170638298
实在太,实在/太,15,78,704,222.861396416
挠跋欤,挠跋/欤,14,38,49,6134.21804511
跫督锥,跫/督锥,11,124,11,6579.44354839
报酬递减,报酬/递减,22,389,208,221.830161163
明郑时期,明郑/时期,10,13,3021,207.738395335
离退休人员,离退休/人员,18,42,1689,207.016239533
参考报,参考/报,33,187,277,519.760671055
克鲁格曼,克鲁格/曼,64,77,90,7534.55468975
平均股息率,平均/股息率,12,2072,18,262.50032175
A文章编号,A文章/编号,114,114,119,6855.8907563
冶炼业,冶炼/业,11,20,1123,399.570837044
取得实质性进展,取得/实质性进展,12,1493,20,327.870462157
厥谐,厥/谐,14,92,616,201.544219368
19世纪中叶,19/世纪中叶,18,361,77,528.305860345
帐面,帐/面,26,300,263,268.848238276
帐目,帐/目,13,300,142,248.968615023
编辑委员会,编辑/委员会,13,59,432,416.119860326
西南财经大学,西南/财经大学,21,371,124,372.421332928
止跌回升,止/跌回升,17,176,17,4635.51704545
大学商学院,大学/商学院,14,1115,48,213.413938714
阿尔钦,阿/尔钦,10,74,10,11025.0135135
审计机关,审计/机关,54,613,336,213.8970811
国民总收入,国民/总收入,18,412,103,346.058016778
朱＠①基,朱＠/①基,10,15,20,27195.0333333
５谒模,５/谒模,11,216,12,3462.33063272
色诺芬,色诺/芬,32,32,66,12361.3787879
李嘉图等价定理,李嘉图/等价定理,12,64,12,12747.671875
厚谷襄儿,厚谷/襄儿,10,10,10,81585.1
参见拙译,参见/拙译,10,323,10,2525.85448916
科技兴贸,科技/兴贸,24,3837,24,212.627313005
科斯,科/斯,11,147,183,333.606966284
经理层,经理/层,17,310,182,245.825363346
发文总量,发文/总量,10,12,1232,551.847267316
警警度,警/警度,13,31,23,14875.2636746
竹藤棕,竹藤/棕,12,13,14,53792.3736264
笠倒芾,笠/倒芾,20,522,26,1202.25611553
挂帐,挂/帐,14,85,300,447.918196078
文献标识码,文献标识/码,208,208,220,3708.41363636
破产案件,破产/案件,10,430,94,201.843394359
重蹈,重/蹈,15,886,37,373.307455311
相距甚远,相距甚/远,10,10,570,1431.31754386
制鞋,制/鞋,14,988,36,321.128936122
家庭联产承包责任制,家庭联产承包/责任制,45,65,224,2521.51751374
亚欧,亚/欧,14,141,243,333.36000934
研究所副研究员,研究所/副研究员,13,407,39,668.182637183
农工综合体,农工综合/体,20,21,202,3846.53936822
贫富两极分化,贫富/两极分化,19,171,186,487.366188769
跨入21世纪,跨入21/世纪,14,14,2154,378.760909935
贫劝才,贫劝/才,11,12,3040,246.007702851
梢源,梢/源,11,166,186,290.658148724
玫娜,玫/娜,11,317,140,202.216336187
21世纪中叶,21世纪/中叶,14,905,38,332.128932829
母厂,母/厂,69,463,522,232.920893225
陆担,陆/担,12,90,441,246.66696901
十七世纪,十七/世纪,10,17,2154,222.800535256
收稿日期,收/稿日期,173,504,174,1609.4488118
档姆⒄,档/姆⒄,15,297,111,371.212576213
边际效用价值论,边际/效用价值论,15,757,21,769.816003019
经济基础薄弱,经济基础/薄弱,19,295,218,241.038236666
现价计算,现价/计算,11,36,1201,207.566865575
哲社版,哲社/版,46,48,1339,583.911283296
海峡两岸经贸,海峡两岸/经贸,10,38,517,415.275883131
人文社会科学,人文/社会科学,18,179,403,203.575391269
旅游博彩业,旅游博/彩业,114,128,172,4224.51916788
缺位,缺/位,38,116,1172,228.038851948
主权让渡,主权/让渡,12,365,71,377.781670847
中西文化,中西/文化,10,20,2025,201.444691358
国有化运动,国有化/运动,11,69,637,204.180852274
软硬,软/硬,14,182,199,315.365674526
沟恼铰,沟恼/铰,13,20,42,12626.2654762
创租,创/租,13,246,135,319.36353508
马克思恩格斯全集,马克思/恩格斯全集,153,1865,155,431.809056473
比去年同期,比/去年同期,95,2795,121,229.175017372
唐山市钢铁厂,唐山市钢铁/厂,12,12,522,1562.93295019
摆脱困境,摆脱/困境,34,431,286,225.033131602
详见表,详见/表,14,36,1478,214.665351075
贫富分化,贫富/分化,12,171,137,417.902932514
假帐,假/帐,17,121,300,382.078980716
现代经济法入门,现代/经济法入门,10,2739,10,297.864549106
亚太经合,亚/太经合,35,141,35,5786.17730496
驹鹑伪,驹鹑/伪,30,30,70,11655.0142857
兄平,兄/平,13,155,260,263.177741935
引资,引/资,21,224,286,267.433675699
笠涤,笠/涤,20,522,90,347.318433376
笠滴,笠/滴,10,522,75,208.391060026
笠抵,笠/抵,48,522,189,396.93535243
笠瞪,笠/瞪,14,522,87,251.506451755
笠狄,笠/狄,10,522,43,363.472779114
笠堤,笠/堤,10,522,29,538.942396618
笠导,笠/导,34,522,233,228.067469127
标题注释,标题/注释,71,1452,194,205.63680739
战略重点西移,战略/重点西移,24,3330,26,226.154123354
产茧量,产茧/量,22,22,1219,669.278917145
Ｒ虼耍,Ｒ虼/耍,64,80,165,3955.64121212
显现出来,显现/出来,30,152,796,202.290482015
每盒蚕种,每/盒蚕种,12,1099,14,636.306512414
科学院研究生院,科学院研究生/院,11,12,156,4793.99626068
人文社科版,人文社科/版,11,11,1339,609.298730396
两极格局,两极/格局,11,29,1006,307.615033934
哈佛大学教授,哈佛大学/教授,10,28,516,564.680924695
储蓄存款余额,储蓄/存款余额,40,1791,71,256.635603684
涌熘形,涌熘/形,10,12,275,2472.27575758
贵义贱利,贵义/贱利,20,22,20,37084.1363636
石头过河,石头过/河,20,20,90,9065.01111111
上海财经大学,上海/财经大学,55,1419,124,255.017191798
采掘业,采掘/业,16,53,1123,219.318469732
谋匾,谋/匾,11,221,148,274.378164363
梅⒄沟恼,梅⒄/沟恼,10,59,20,6913.99152542
中共十五大,中共/十五大,13,109,376,258.78545286
LM模型,LM/模型,26,36,1495,394.130917874
存款准备金率,存款准备金/率,34,46,1494,403.628048426
高举邓小平理论伟大旗帜,高举邓小平理论/伟大旗帜,16,20,20,32634.04
水稻亩产量,水稻亩产/量,11,12,1219,613.50567405
墓芾,墓/芾,18,443,103,321.841767297
适谐,适/谐,13,86,616,200.205055119
澳葡商船,澳葡/商船,10,90,68,1333.08986928
导际,导/际,17,233,281,211.834909046
兰州大学,兰州/大学,18,56,1115,235.190871236
赌博业,赌博/业,13,42,1123,224.86670483
虚像,虚/像,11,53,576,293.971468816
财经学院学报,财经学院/学报,11,31,220,1315.88870968
经济法授权立法,经济法授权/立法,13,14,486,1558.79820694
拱北关十,拱北关/十,14,40,464,615.404849138
博彩旅游业,博彩/旅游业,35,118,388,623.684802551
五省边区,五/省边区,18,1024,18,796.729492188
海洋发展史论文集,海洋发展史/论文集,15,15,50,16317.02
显露出来,显露/出来,10,49,796,209.171110655
十四届五中全会,十四届/五中全会,18,19,20,38645.5736842
