复旦计算机,句子数量,464392,方法,mi,support,10,阈值,100
复合词,复合词,复合词数量,词1数量,词2数量,方法算出值
奇偶向量,奇/偶向量,57,64,57,7256.125
沈阳110006参考文献,沈阳110006/参考文献,12,27,877,235.343722286
山东工业大学,山东工业/大学,10,12,966,400.614216701
监听线程,监听/线程,12,62,609,147.590020658
三史制,三/史制,16,906,25,328.047328918
话者辨认,话/者辨认,15,46,15,10095.4782609
齐次多项式,齐次/多项式,12,36,338,457.980276134
相关联,相/关联,51,552,419,102.40043582
父代,父/代,11,289,130,135.967846686
攻读博士学位,攻读/博士学位,18,21,94,4234.5775076
鲁棒镇定,鲁棒/镇定,90,943,366,121.09730021
求交,求/交,31,658,218,100.360781908
传递闭包,传递/闭包,13,664,24,378.833835341
同理,同/理,69,1083,189,156.546571106
同构,同/构,51,1083,103,212.319178119
多重普化,多重/普化,11,43,113,1051.30932291
TID表列,TID表/列,16,16,343,1353.91253644
引导扇区,引导扇/区,17,17,391,1187.70332481
扩缩性,扩缩/性,11,12,2769,153.735163115
已知,已/知,374,1858,894,104.561812634
研究APPLICATIONRESEARCHOFCOMPUTERS2000Vol.17No.5,研究APPLICATIONRESEARCHOFCOMPUTERS2000/Vol.17No.5,20,40,20,11609.8
研究APPLICATIONRESEARCHOFCOMPUTERS2000Vol.17No.2,研究APPLICATIONRESEARCHOFCOMPUTERS2000/Vol.17No.2,20,40,20,11609.8
群体数字签名,群体/数字签名,14,222,119,246.100688924
总线互连,总线/互连,14,336,168,115.176587302
国防科学技术大学,国防/科学技术大学,28,44,73,4048.249066
研究所南京210093,研究所/南京210093,14,398,91,179.509856977
下拉菜单,下/拉菜单,11,3923,11,118.376752485
PID控制器,PID/控制器,106,257,1760,108.829041387
类载入器,类/载入器,26,3877,26,119.781274181
长时段预报,长时段/预报,13,13,74,6275.56756757
概率密度,概率/密度,32,766,166,116.868602347
付费网关,付费/网关,58,106,251,1012.35570924
词性概率矩阵,词性概率/矩阵,12,17,1827,179.423162368
虚拟轴机床,虚拟/轴机床,18,812,18,571.911330049
国防工业出版社,国防工业/出版社,31,31,395,1175.67594937
趋近于,趋近/于,12,16,3201,108.80787254
溯因诊断,溯因/诊断,10,23,324,623.177670424
攻关项目基金资助,攻关项目/基金资助,11,34,295,509.30329013
自校正,自/校正,54,903,191,145.397644849
形状因子,形状/因子,19,351,216,116.379761528
棵树,棵/树,19,81,1033,105.45155546
80年代中期,80年代/中期,13,63,25,3833.0768254
难易,难/易,10,187,230,107.973029528
带通滤波,带/通滤波,17,407,56,346.378729379
受限柔性机器人,受限/柔性机器人,12,66,20,4221.74545455
鲁棒对角优势,鲁棒/对角优势,17,943,23,363.993913966
正向延展,正/向延展,18,889,19,494.882244983
中国自动化学会,中国/自动化学会,56,440,71,832.456850192
组播路由器,组播/路由器,38,237,594,125.352654534
文末,文/末,10,981,38,124.575352755
参考手册,参考/手册,10,373,46,270.656253643
加锁,加/锁,18,311,92,292.152104012
实施速率,实施/速率,19,247,327,109.243001647
精度测频,精度/测频,13,548,23,478.982545224
稳态Kalman滤波器,稳态/Kalman滤波器,12,300,16,1160.98
三角Bzier曲面片,三角Bzier/曲面片,15,15,44,10554.3636364
视化,视/化,202,398,2093,112.611773632
预处理器,预/处理器,11,120,273,155.931379731
判定树,判定/树,59,255,1033,104.015063683
NE背景下,NE背景/下,10,10,3923,118.376752485
张曲面片,张/曲面片,10,235,44,449.121856867
充要条件,充要/条件,90,93,2280,197.110356537
孙优贤摘要,孙优贤/摘要,10,37,927,135.395201026
加电,加/电,15,311,113,198.215291808
高次谐波,高/次谐波,12,1702,12,272.850763807
各个ABR,各个/ABR,10,638,72,101.09543713
证书授权当局,证书/授权当局,20,284,21,1557.31723675
博士导师,博士/导师,10,288,18,895.817901235
临时型实数,临时型/实数,14,14,135,3439.94074074
中间件,中间/件,46,303,432,163.19850874
密文,密/文,29,54,981,254.225997659
对称小波,对称/小波,20,200,290,160.135172414
合作缓存,合作/缓存,18,202,412,100.44044987
完美零知识,完美零/知识,12,13,873,491.030399154
加香比,加香/比,13,35,696,247.828243021
混沌吸引子,混沌/吸引子,10,314,73,202.596632057
详见文献,详见/文献,12,35,1166,136.552413624
刀具运动姿态,刀具/运动姿态,10,91,11,4639.28071928
穷公理化,穷公理/化,19,19,2093,221.878643096
通信协定延迟,通信协定/延迟,16,20,369,1006.81192412
博士学位论文,博士/学位论文,28,288,42,1074.98148148
代数Riccati方程,代数Riccati/方程,14,22,723,408.744373193
虚拟实景空间,虚拟/实景空间,38,812,38,571.911330049
偏移矢量分布,偏移矢量/分布,14,24,1276,212.300417973
滑动模态,滑动模/态,21,31,638,493.084841743
统一编号,统一/编号,16,320,184,126.193478261
西北工业大学,西北工业/大学,53,53,966,480.737060041
中国科学技术大学,中国/科学技术大学,44,440,73,636.153424658
城市高速公路交通,城市高速公路/交通,10,14,213,1557.31723675
幺模变换,幺模/变换,33,58,805,328.227372028
交叉算子,交叉/算子,27,237,442,119.695515207
摄像机定标,摄像机/定标,32,234,90,705.628869896
收修改稿日期,收修改稿/日期,43,43,1032,449.992248062
证书颁发机构,证书/颁发机构,12,284,12,1635.18309859
虚轴,虚/轴,11,111,335,137.375608444
SQL命令,SQL/命令,14,115,534,105.870184009
量化因子,量化/因子,11,189,216,125.130119538
嵌套事务,嵌套/事务,26,203,588,101.154384907
国家攀登计划,国家攀登/计划,15,15,342,1357.87134503
训练语料规模,训练/语料规模,17,799,19,520.035834267
弹性距离,弹性/距离,11,53,626,153.9668455
专业博士学位,专业/博士学位,12,157,94,377.60563762
泛化能力,泛化/能力,33,90,1057,161.094670451
频繁2-项目,频繁/2-项目,11,152,15,2240.4877193
吸引域,吸引/域,41,82,1274,182.257456829
原稿收到日期,原稿收到/日期,40,40,1032,449.992248062
词汇概率矩阵,词汇概率/矩阵,12,22,1827,138.645170921
WEIXINGJIYUYINGYONG2000Vol.19No.5,WEIXINGJIYUYINGYONG2000Vol.19/No.5,12,12,13,35722.4615385
仅限于,仅/限于,19,955,47,196.578990754
继电反馈,继电/反馈,22,33,867,357.087274125
上海200030参考文献,上海200030/参考文献,21,83,877,133.975793711
高速公路交通流,高速公路交通/流,18,27,988,313.354925776
动力学奇异性,动力学奇异/性,18,18,2769,167.711087035
负指数,负/指数,10,173,236,113.743509356
公开密钥,公开密/钥,25,25,88,5277.18181818
华南理工大学,华南理/工大学,24,26,169,2536.50614474
2-邻结,2-邻/结,20,20,1455,319.16975945
确定性退火技术,确定性退火/技术,23,23,4166,111.471915506
国防科技大学,国防科技/大学,25,33,966,364.194742456
等同于,等同/于,20,28,3201,103.626545276
列满秩,列满/秩,10,10,49,9477.3877551
本文通讯联系人,本文/通讯联系人,113,2776,114,165.820744224
弹簧质点变形,弹簧质点/变形,12,37,178,846.143941695
定时器控件,定时器/控件,10,114,291,139.986736601
运算阵列,运算/阵列,18,607,131,105.122879384
入射光,入/射光,20,289,20,1606.89273356
信知,信/知,48,191,894,130.54344847
超平面,超/平面,59,416,457,144.120981316
客户端,客户/端,470,1678,1263,102.988155601
标注正确率,标注/正确率,25,112,70,1480.84183673
值得进一步,值得/进一步,13,77,684,114.625503152
节点缩减算子,节点缩减/算子,16,17,442,988.857066809
赋值语句,赋值/语句,10,138,333,101.055838447
超调量,超调/量,19,44,1038,193.191627255
二阶差分,二阶差/分,14,14,543,855.23388582
连入,连/入,13,208,289,100.430795848
近场记录,近场/记录,45,52,1015,395.938613111
偏置,偏/置,11,118,307,141.012311599
ITSAPPLICATIONS2000Vol.19No.6,ITSAPPLICATIONS2000Vol.19/No.6,12,21,21,12636.5170068
导引,导/引,12,50,94,1185.68170213
弯曲体纹理,弯曲/体纹理,21,37,38,6936.15362731
正交小波,正交/小波,15,216,290,111.204980843
编码增益GSBC,编码/增益GSBC,10,747,10,621.676037483
抽壳运算,抽壳/运算,16,36,607,340.027091342
烟丝加香,烟丝/加香,14,26,35,7144.49230769
叉节点,叉/节点,10,20,1549,149.90058102
基波幅值,基波幅/值,18,18,3661,126.848402076
采样周期,采样/周期,38,252,687,101.932118019
正定对称矩阵,正定对称/矩阵,32,46,1827,176.822826682
校园IC卡,校园/IC卡,22,64,139,1148.45143885
时钟周期,时钟/周期,28,172,687,110.041772452
CAI课件,CAI课/件,12,12,432,1074.98148148
抗噪音能力,抗噪音/能力,11,13,1057,371.75693181
合变迁,合/变迁,13,172,336,104.462486157
非可行染色体,非/可行染色体,13,1129,13,411.330380868
页码顺序编排,页码/顺序编排,13,20,13,23219.6
四川大学,四川/大学,11,41,966,128.978235621
zier曲线段,zier曲线/段,18,67,980,127.308193725
飞耦合器,飞耦合/器,13,13,924,502.588744589
工程图纸扫描,工程图纸/扫描,11,27,262,722.124964659
避免死锁,避免/死锁,19,351,149,168.711600604
专业硕士学位,专业硕士/学位,10,11,84,5025.88744589
待布物,待布/物,29,37,83,4385.33637252
同轴电缆,同/轴电缆,24,1083,24,428.801477378
中心沈阳110006,中心/沈阳110006,11,748,27,252.936819172
无线结,无线/结,21,67,1455,100.038282813
80年代初,80年代/初,14,63,59,1749.12241055
按字母键,按/字母键,11,1115,14,327.246124279
普化范式,普化/范式,12,113,31,1590.8375678
研究APPLICATIONRESERCHOFCOMPUTERS2000Vol.17No.1,研究/APPLICATIONRESERCHOFCOMPUTERS2000Vol.17No.1,18,4572,18,101.573053368
联想容错能力,联想容错/能力,12,15,1057,351.479280984
反合一.,反/合一.,15,201,15,2310.4079602
H∞干扰抑制,H∞/干扰抑制,12,327,50,340.838165138
空气预热器,空气/预热器,14,35,14,13268.3428571
中国科学院自动化研究所,中国科学院自动化/研究所,60,77,398,909.205769105
油藏数值模拟,油藏数值/模拟,12,12,722,643.202216066
NanjingUniversityNanjing210093,NanjingUniversityNanjing/210093,11,13,16,24559.1923077
生物医学工程,生物医学/工程,10,17,1235,221.191712312
平衡态,平衡/态,68,310,638,159.665567803
复合三角Bzier曲面,复合三角/Bzier曲面,19,20,21,21008.2095238
字串,字/串,55,510,430,116.468581851
线性时段特性,线性/时段特性,19,1397,19,332.420901933
基金项目,基金/项目,71,181,879,207.240975745
收稿日期,收稿/日期,637,687,1032,417.241720547
难看出,难/看出,17,187,366,115.348236463
发展JOURNALOFCOMPUTERRESEARCHANDDEVELOPMENT1999Vol.36,发展/JOURNALOFCOMPUTERRESEARCHANDDEVELOPMENT1999Vol.36,18,1020,18,455.28627451
国际会议,国际/会议,14,258,250,100.798263566
低功耗,低/功耗,30,605,53,434.48495244
Smith预估器,Smith/预估器,46,57,50,7495.44982456
学术交流会,学术交流/会,11,15,1578,215.813772708
修改稿收到日期,修改稿收到/日期,40,40,1032,449.992248062
包装器,包装/器,17,56,924,152.571583179
确信度,确信/度,12,45,961,128.863544918
词网格,词/网格,25,273,391,108.764040733
优先次序约束,优先次序/约束,13,40,1055,143.059146919
北京100080参考文献,北京100080/参考文献,28,129,877,114.935306232
超链接,超/链接,34,416,277,137.022077201
连续化工生产,连续/化工生产,15,611,26,438.491753745
曲面造型,曲面/造型,13,247,206,118.648952478
八叉树,八/叉树,17,60,59,2230.13107345
深度优先搜索,深度优先/搜索,10,24,708,273.300376648
音视频,音/视频,10,34,539,253.406089709
右部,右/部,10,230,152,132.835240275
收到修改稿lanlandelaoxu,收到修改稿/lanlandelaoxu,86,100,1023,390.397966764
适用于,适用/于,238,333,3201,103.688783441
简介见本刊,简介/见本刊,20,92,31,3256.6058906
阶跃响应,阶/跃响应,12,697,12,666.272596844
PC总线,PC/总线,16,141,336,156.836203985
条件分支语句,条件/分支语句,59,2280,59,203.680701754
闭环极点,闭环/极点,19,545,130,124.537021877
单钥,单/钥,14,634,88,116.530828793
西安710049参考文献,西安710049/参考文献,15,36,877,220.634739643
右互质,右/互质,15,230,40,757.160869565
键入,键/入,28,168,289,267.815455594
三维纹理体,三维纹理/体,27,40,569,550.904393673
系合肥230027,系/合肥230027,10,1060,13,337.004354136
叶结,叶/结,43,132,1455,103.971967094
整幅,整/幅,18,143,286,204.387891828
复小波,复/小波,15,79,290,304.054124836
卷积,卷/积,22,397,131,196.44709366
整型,整/型,33,143,887,120.820050299
柱面全景,柱面/全景,15,29,111,2163.9888164
精馏塔,精馏/塔,12,13,28,15309.6263736
哈尔滨150001参考文献,哈尔滨150001/参考文献,13,55,877,125.160070488
日月光华站,日月光华/站,13,13,163,2849.03067485
跳变,跳/变,15,56,1032,120.533637874
山东大学,山东/大学,11,33,966,160.24568668
线状区域,线状/区域,34,62,1433,177.715687819
配卡驱动,配卡/驱动,12,34,598,274.085382648
私有密钥,私有密/钥,14,14,88,5277.18181818
三音子,三/音子,87,906,89,501.055435672
频繁项目序列,频繁项目/序列,11,51,759,131.96703609
递推算法,递推算/法,17,19,1410,294.686972751
自动分词标,自动/分词标,10,1138,13,313.905637421
断点续传,断点续/传,13,13,204,2276.43137255
可变多面体法,可变多面体/法,12,12,1410,329.356028369
摄影测量学,摄影测量/学,12,12,149,3116.72483221
待识汉字,待识/汉字,22,34,299,1004.97973638
超媒体浏览,超媒体/浏览,11,102,191,262.206754953
人机结合,人机/结合,10,57,539,151.154509651
自适应考试,自适应/考试,12,686,69,117.731524908
下钻查询,下/钻查询,15,3923,15,118.376752485
光源面片,光源面/片,16,16,181,2565.70165746
第5步,第5/步,10,38,909,134.442707429
飞控,飞/控,10,35,519,255.652078172
递阶辨识,递阶/辨识,16,96,530,146.035220126
修稿日期,修稿/日期,81,94,1032,387.759277585
微增率,微增/率,23,23,447,1038.9082774
均场退火,均/场退火,31,987,31,470.508611955
电子帐簿,电子/帐簿,12,473,19,620.085011684
变焦遗传,变/焦遗传,20,1032,20,449.992248062
多边形网格,多边形/网格,13,124,391,124.517284052
范型,范/型,12,36,887,174.517850432
柔性机械臂动力学,柔性机械/臂动力学,10,10,10,46439.2
发送出去,发/送出去,24,402,25,1108.9958209
商务活动,商务/活动,10,28,508,326.484814398
磁盘页数,磁盘页/数,13,22,1737,157.981263411
得证,得/证,56,1408,182,101.484265734
知识求精,知识/求精,22,873,77,151.985599738
差错检测电路,差错检测/电路,10,49,573,165.399437262
第5节,第5/节,12,38,514,285.311488839
工学硕士学位,工学/硕士学位,10,46,31,3256.6058906
机顶盒,机/顶盒,87,1050,92,418.241242236
MSFlexGrid控件,MSFlexGrid控/件,18,18,432,1074.98148148
90年代以来,90年代/以来,12,46,82,1477.38706257
倒谱系数,倒/谱系数,12,41,12,11326.6341463
轴测投影,轴测/投影,11,44,336,345.529761905
通用三角形网格,通用三角形/网格,17,20,391,1009.54782609
滤波窗,滤波/窗,11,257,49,405.646946716
数字电视,数字/电视,13,431,102,137.325326418
系长沙410073,系/长沙410073,15,1060,44,149.354202401
分离开,分离/开,10,274,160,105.928832117
突发事件,突发/事件,10,27,1259,136.614008767
递归文字,递归/文字,19,209,270,156.360942761
大学自控系,大学自控/系,15,16,1060,410.724056604
纳状态集,纳状态/集,24,31,2269,158.452750252
迭代次数,迭代/次数,60,522,361,147.862578406
MICROCOMPUTERAPPLICATIONS2000Vol.16No.1,MICROCOMPUTERAPPLICATIONS2000Vol.16/No.1,13,13,26,17861.2307692
二次风压,二/次风压,13,1080,26,214.996296296
东南大学自动化,东南大学/自动化,15,59,796,148.323822502
旋转角度,旋转/角度,12,225,234,105.844330484
研究所上海200030,研究所/上海200030,13,398,83,182.754011019
IP视频广播,IP/视频广播,19,434,41,495.866471844
研究所北京100080,研究所/北京100080,42,398,129,379.892953138
泛关系,泛/关系,12,16,2792,124.74713467
哈尔滨工业大学,哈尔滨工业/大学,85,87,966,469.685633374
预送页面,预送/页面,17,167,422,112.022362857
关节加速度反馈,关节加速度/反馈,12,24,867,267.815455594
网管平台,网管/平台,19,106,581,143.270353652
ABR可用带宽,ABR/可用带宽,10,72,24,2687.4537037
书写,书/写,13,92,627,104.658068095
行满秩,行/满秩,13,710,35,242.941488934
渐近稳定性,渐近/稳定性,45,338,572,108.089750486
CD补乐机,CD补/乐机,10,10,10,46439.2
第一代,第一/代,16,529,130,108.04525229
任一时刻,任一时/刻,15,16,54,8062.36111111
白板工具,白板/工具,10,34,902,151.425590192
常微分方程,常/微分方程,10,243,73,261.791532781
击付费业务,击/付费业务,10,76,17,3594.36532508
AGP主内存,AGP主/内存,11,11,389,1193.80976864
大学电气工程,大学电气/工程,14,20,1235,263.218137652
连铸调度,连铸/调度,13,30,1468,137.082107175
支付网关,支付/网关,10,50,251,370.033466135
中国博士后科学,中国博士后/科学,16,21,844,419.220943354
平台独立性,平台/独立性,10,581,72,111.013578122
作者姓名,作者/姓名,14,434,59,253.904866047
淡入淡出,淡入/淡出,10,16,15,19349.6666667
东北大学自控,东北/大学自控,14,24,16,16930.9583333
通路,通/路,40,114,1313,124.100960703
总帐,总/帐,15,507,82,167.553759561
主引导记录,主引导/记录,11,12,1015,419.401642036
分布式Ada语言,分布式Ada/语言,21,27,1672,216.024986709
稳态生产率,稳/态生产率,14,48,14,9674.83333333
函子,函/子,13,18,1943,172.616686682
受控,受/控,60,347,519,154.717396012
稳定裕度,稳定裕/度,14,15,961,451.022407215
同步门,同步/门,27,880,129,110.452642706
互操作系统,互/操作系统,22,188,451,120.49610794
数据链路层,数据链路/层,61,89,2252,141.337098609
列有序矩阵,列有序/矩阵,14,15,1827,237.237292465
无线接入设备,无线接入/设备,22,24,1315,323.720659062
科技攻关项目,科技/攻关项目,17,310,34,749.019354839
智能交通地理,智能/交通地理,11,922,14,395.747753331
北方交通大学,北方/交通大学,11,14,82,4449.74912892
不足之处,不足之/处,49,50,468,972.444786325
无穷远极点,无穷/远极点,18,99,18,4690.82828283
如果检验失败,如果/检验失败,22,2487,22,186.727784479
主干网,主干/网,16,45,1235,133.698101664
总点数,总/点数,10,507,60,152.660092045
偏微分方程,偏/微分方程,20,118,73,1078.22614349
锁具耐用度测试仪,锁具耐/用度测试仪,14,14,14,33170.8571429
失效率,失/效率,12,39,694,205.893150078
系南京210094,系/南京210094,11,1060,16,301.197641509
偏序关系,偏序/关系,40,58,2792,114.710008892
三角网格,三角/网格,10,108,391,109.972530075
线素,线/素,67,1221,144,176.962553463
INFORMATIONANDCONTROL1999年第28,INFORMATIONANDCONTROL1999/年第28,23,23,50,9287.84
IF移动规则,IF移动/规则,11,11,1803,257.566278425
仿射非线性,仿射/非线性,26,65,1427,130.172950245
浮动飞行头,浮动飞行/头,11,11,216,2149.96296296
自整定,自/整定,48,903,174,141.869477222
报表数据字典,报表/数据字典,14,208,16,1953.57211538
协方差,协方/差,32,36,465,887.726642772
毕业于清华大学,毕业于/清华大学,16,103,233,309.607566982
浙江大学人工智能,浙江大学/人工智能,14,168,294,131.630385488
套接字,套/接字,99,249,100,1846.37783133
攻击者,攻击/者,17,120,640,102.795104167
n×n阶矩阵,n×n阶/矩阵,10,19,1827,133.780428082
联想记忆神经,联想记忆/神经,30,73,1580,120.788624935
自伴算子,自/伴算子,10,903,10,514.276854928
计算机学院长沙410073,计算机/学院长沙410073,10,3179,13,112.370121228
首次失败,首次/失败,11,76,145,463.549183303
斜二测,斜二/测,13,14,318,1356.04132974
双互质分解,双/互质分解,13,235,25,1027.59080851
起始日期,起始/日期,11,191,191,140.026644006
视频会议,视频/会议,28,529,236,104.153791932
正交尺度变换,正交尺度/变换,12,26,772,277.635711439
中国科技大学,中国/科技大学,21,328,48,619.425304878
负定,负/定,15,163,365,117.083452391
北京理工大学,北京/理工大学,14,626,84,123.640042599
软件学报JOURNALOFSOFTWARE2000Vol.11No.2,软件/学报JOURNALOFSOFTWARE2000Vol.11No.2,16,2952,16,157.314363144
软件学报JOURNALOFSOFTWARE2000Vol.11No.4,软件/学报JOURNALOFSOFTWARE2000Vol.11No.4,10,2952,10,157.314363144
权重梯度方向,权重梯度/方向,11,11,1182,392.886632826
砼内缺识别,砼内缺/识别,20,45,1632,126.468409586
奇异摄动降阶,奇异/摄动降阶,11,258,11,1799.96899225
H2性能保证界,H2性能保证/界,16,16,686,676.956268222
线性定常,线性/定常,15,1339,45,115.606671646
广义稳态优化,广义稳态/优化,22,41,1134,219.740697724
主键,主/键,15,482,140,103.228808536
东北大学自动化,东北大学/自动化,10,99,450,104.240628507
Windows95操作系统,Windows95/操作系统,10,107,429,101.168115374
外接,外/接,20,564,147,112.025859989
最长名词短语,最/长名词短语,11,4369,11,106.29251545
南京航空航天大学,南京航空航天/大学,10,11,441,957.311894455
工程系上海200030,工程/系上海200030,27,1108,45,251.475812274
最小二乘法,最/小二乘法,43,4369,43,106.29251545
易知,易/知,37,220,472,165.470955316
起着重要,起着/重要,13,36,1071,156.579935678
企业内部质量审核,企业/内部质量审核,10,651,10,713.351766513
紧豫解式,紧豫解/式,10,10,4156,111.740134745
人工神经,人工/神经,53,162,1500,101.287144033
结论,结/论,46,1329,153,105.057279295
清华大学学报,清华大学/学报,12,164,238,142.772699324
工控软件,工控/软件,46,60,2952,120.60767841
严格真H∞控制器,严格真H∞/控制器,17,17,1654,280.76904474
分时段线性化,分时段线性/化,12,12,1803,257.566278425
自动化学报ACTAAUTOMATICASINICA2000Vol.26No.1,自动化学报ACTAAUTOMATICASINICA2000/Vol.26No.1,24,24,24,19349.6666667
消息文摘是否一致,消息文摘是否/一致,13,13,558,832.243727599
微进给装置,微进给/装置,28,34,134,2854.0333626
手端,手/端,26,77,793,197.739833937
复杂度,复杂/度,287,1400,841,113.199001189
双正交滤波器,双正交/滤波器,11,14,190,1920.41804511
频标信号,频标/信号,12,15,1212,306.529372937
极大代数意义下,极大代数意义/下,10,10,3863,120.21537665
实时自动机网,实时自动机/网,22,31,1094,301.25092882
WEIXINGJIYUYINGYONG1999年3月第18卷第3期,WEIXINGJIYUYINGYONG1999年3月第18/卷第3期,10,10,49,9477.3877551
摄象机,摄象/机,21,23,932,454.946445232
合取,合/取,35,147,1081,102.28448086
本课题得到国家自然科学基金,本课题得到/国家自然科学基金,19,60,168,875.342063492
半共享跳跃式流水寄存器堆,半共享跳跃式/流水寄存器堆,10,10,12,38699.3333333
语境相关矢量量化,语境相关/矢量量化,12,13,44,9742.48951049
国家重点实验室北京100080,国家重点实验室/北京100080,12,125,40,1114.5408
修稿lanlandelaoxu,修稿/lanlandelaoxu,13,13,937,495.615795091
侧重于,侧重/于,20,30,2918,106.098240804
推知,推/知,11,64,472,169.104608051
扇出源,扇出/源,14,59,789,139.663766622
上海交通大学电子,上海交通大学/电子,12,139,356,112.61628001
屏幕或eps文件,屏幕或eps/文件,11,11,1747,265.822552948
开关盒Agent,开关盒/Agent,13,32,1624,116.169488916
电子交易,电子/交易,14,356,170,107.42709848
完全自校验,完全/自校验,14,726,48,186.567033976
延迟离散Hopfield型,延迟离散Hopfield/型,20,26,823,434.05178054
预知,预/知,14,109,472,126.370082413
国家自然科学基金资助课题,国家自然科学/基金资助课题,11,66,27,2866.61728395
数字摄象IC,数字摄/象IC,14,17,14,27317.1764706
科学出版社,科学/出版社,67,828,306,122.802658584
阶延迟离散Hopfield,阶/延迟离散Hopfield,11,685,26,286.822683885
自底向,自底/向,12,17,1576,207.998805614
互联远程医学网,互联/远程医学网,13,111,15,3625.88348348
下拉列表框,下拉列表/框,20,24,81,4777.69547325
准正态调度,准正态/调度,11,29,1455,121.064391516
视场,视/场,13,196,163,188.96632027
正交基,正交/基,11,137,339,109.99099972
发展JOURNALOFCOMPUTERRESEARCHANDDEVELOPMENT1999年第36卷第9期Vol.36No.91999,发展JOURNALOFCOMPUTERRESEARCHANDDEVELOPMENT1999年第36/卷第9期Vol.36No.91999,10,19,10,24441.6842105
幺模矩阵,幺模/矩阵,20,25,1737,213.882325849
傅里叶变换,傅里叶/变换,14,27,772,311.911725197
局部指数稳定,局部/指数稳定,19,730,63,191.855794738
签名公钥证书,签名/公钥证书,15,179,49,794.194504617
嵌套谓词等式系,嵌套/谓词等式系,11,177,19,1518.97472495
因果关系,因果/关系,16,27,2740,100.436226007
开关平面,开关/平面,12,118,387,122.031796085
单位圆内,单位圆/内,10,21,1579,140.050061823
开发中心北京100080,开发/中心北京100080,14,2217,21,139.645767554
弹性模板匹配法,弹性模板匹配/法,31,35,1151,357.357626908
全双工,全/双工,14,303,18,1192.05867253
对角矩阵,对角/矩阵,23,59,1737,104.222319799
连线,连/线,54,195,1065,120.751982665
开环频率响应,开环频率/响应,10,11,679,621.759271656
自动化学报ACTAAUTOMATICASINICA2000Vol.26No.3,自动化学报ACTAAUTOMATICASINICA2000Vol.26/No.3,25,26,28,15947.5274725
性能价格比,性能/价格比,15,1490,19,246.057223596
数字PID,数字/PID,20,401,151,153.388713646
分段线性,分段/线性,37,123,1339,104.327971973
反标架规范化,反/标架规范化,11,186,11,2496.7311828
离散小波变换,离散/小波变换,15,541,111,115.99940051
软件学报JOURNALOFSOFTWARE2000Vol.11No.3,软件/学报JOURNALOFSOFTWARE2000Vol.11No.3,17,2952,17,157.314363144
插件,插/件,16,199,268,139.321083027
最优分块尺寸,最/优分块尺寸,12,4369,12,106.29251545
研究所杭州310027参考文献,研究所杭州310027/参考文献,13,28,758,284.446664154
心定弯曲纹元,心/定弯曲纹元,15,59,25,4722.63050847
弹出,弹/出,36,43,3836,101.353832723
伺服周期,伺服/周期,11,77,608,109.114661654
联机手写体汉字识别,联机手写体汉字/识别,17,19,1632,254.600877193
文字序,文字/序,12,251,187,118.727315338
签名私钥加密,签名/私钥加密,10,179,10,2594.36871508
积分串,积分/串,15,178,355,110.237062826
目标机监控器,目标/机监控器,10,1511,10,307.340833885
候选1-项目集,候选/1-项目集,10,276,20,841.289855072
二进制编码,二进制/编码,15,96,713,101.768934081
工程系哈尔滨150001,工程/系哈尔滨150001,17,1108,26,274.044154402
收到修改稿日期,收到修改稿/日期,11,14,191,1910.36350037
加速度开环频率,加速度开环/频率,10,14,427,776.835061894
无偏估计,无偏/估计,18,30,789,353.149809886
结点数,结/点数,16,1329,50,111.817486832
多指手,多/指手,15,4555,15,101.952140505
自定标,自/定标,15,701,47,211.426837041
超方体,超方/体,68,69,503,909.864177255
动词分类树,动词分类/树,25,26,918,486.416959946
联机手写汉字,联机手写/汉字,11,14,252,1447.93424036
反例子,反/例子,16,186,396,100.878027588
TP13文献标识码,TP13文献标识/码,11,11,436,1065.11926606
电机系,电机/系,18,100,808,103.453663366
相角裕度,相角裕/度,11,11,841,552.190249703
补零法,补零/法,14,14,1151,403.468288445
南京理工大学,南京/理工大学,31,96,84,1785.23710317
大庆石油学院计算机,大庆/石油学院计算机,13,15,17,23674.8862745
高速缓存,高速/缓存,26,294,394,104.235229117
叶节点,叶/节点,33,62,1539,160.608438659
得到国家自然科学基金资助,得到/国家自然科学基金资助,30,2848,39,125.429991357
严格正实,严格/正实,12,319,52,335.947914155
零极点,零/极点,10,410,111,102.041749066
国家自然科学基金资助项目,国家自然科学/基金资助项目,48,66,93,3631.60899316
交换公钥证书,交换/公钥证书,10,685,49,138.356025622
死线,死/线,18,74,1065,106.065930719
公钥加密,公钥/加密,16,127,404,144.817026585
ITSAPPLICATIONS1999年第18卷第1期,ITSAPPLICATIONS1999年/第18卷第1期,13,25,13,18575.68
正交投影向量,正交投影/向量,12,20,1133,245.926919682
受测者能力,受测者/能力,11,43,1001,118.679274214
西安交通大学系统工程研究所西安710049,西安交通大学系统工程/研究所西安710049,12,20,15,18575.68
局限于,局限/于,48,76,2918,100.514122867
不同之处在于,不同/之处在于,14,2710,18,133.281836818
收稿lanlandelaoxu,收稿/lanlandelaoxu,12,50,937,118.947790822
森林类别型构,森林类别型/构,13,13,52,8930.61538462
多重极小一般普化,多重极小/一般普化,13,13,47,9880.68085106
科技大学自动化,科技大学/自动化,11,48,450,236.495925926
分频,分/频,14,529,98,125.409667837
次直不可约,次/直不可约,17,1676,17,277.08353222
强正实,强/正实,11,553,52,177.643343998
适用范围,适用/范围,28,95,666,205.515663031
