复旦经济,句子数量,815851,方法,mi,support,10,阈值,300
复合词,复合词,复合词数量,词1数量,词2数量,方法算出值
欧亚,欧/亚,16,243,141,380.982867817
通货收缩,通货/收缩,39,89,264,1354.19599081
非营利,非/营利,16,1912,22,310.327500951
五金交电,五金交/电,10,10,244,3343.65163934
开征利息税,开征利息/税,12,12,822,992.51946472
梅⒄怪,梅/⒄怪,11,168,76,702.879151003
梅⒄拐,梅/⒄拐,14,168,23,2955.98188406
差序格局,差序/格局,25,27,1006,750.912119873
港府,港/府,10,313,59,441.788595874
德布鲁,德/布鲁,14,274,14,2977.55839416
熨平波动,熨平/波动,10,20,1212,336.572194719
黄金储备,黄金/储备,10,123,176,376.871304508
田租,田/租,11,212,135,313.569566737
珠澳,珠/澳,12,46,397,536.097470157
恰亚诺夫,恰亚/诺夫,29,29,31,26317.7741935
中南财经大学,中南财经/大学,12,13,1267,594.3908688
导弹防御系统,导弹防御/系统,10,11,2472,300.033465725
第t,第/t,13,52,558,365.524641577
草制品业,草制品/业,10,13,1409,445.406453022
哂兄,哂/兄,14,156,169,433.239038082
反杜林论,反杜林/论,13,13,1620,503.611728395
发债,发/债,21,346,122,405.876788591
咝录际,咝录/际,21,25,300,2284.3828
进料加工,进料/加工,26,28,1325,571.75541779
多种纤维协定,多种/纤维协定,15,1018,15,801.425343811
人民民主专政,人民/民主专政,11,2202,11,370.504541326
末端污染控制,末端污染/控制,27,27,2339,348.803334758
再创辉煌,再/创辉煌,11,2414,11,337.966445733
关贸总协定,关贸/总协定,54,55,85,9423.73347594
物博,物/博,14,372,33,930.426360378
委派财务总监,委派/财务总监,15,125,77,1271.4561039
官营手工业,官营/手工业,13,45,116,2031.81283525
澳府,澳/府,11,397,59,383.143107202
不可否认,不可/否认,34,607,152,300.647424781
固定基,固定/基,10,405,62,324.910792513
高等专科学校学报,高等专科学校/学报,10,15,209,2602.39553429
行动纲领,行动/纲领,11,429,66,316.958430458
ｎｇ＠①基总理,ｎｇ＠①/基总理,13,62,17,10062.6783681
陕西财经,陕西/财经,12,99,316,312.946298427
男畔ⅲ,男/畔ⅲ,13,387,21,1305.0403593
弹性系数,弹性/系数,69,426,385,343.233455277
帕累托,帕/累托,121,153,123,5245.65444498
帕氏指数,帕氏/指数,10,15,726,749.174471993
大泽正昭,大泽正/昭,12,12,19,42939.5263158
纳什均衡,纳什/均衡,42,56,1957,312.666453756
粤港澳,粤港/澳,17,29,397,1204.67879788
联产承包制,联产承包/制,12,23,988,430.831367717
煤献鞯,煤/献鞯,10,126,21,3083.33711262
笠盗斓,笠/盗斓,11,749,12,998.482532265
刑事责任,刑事/责任,10,26,1006,311.917342101
侯外庐,侯/外庐,13,26,13,31378.8846154
恋亓髯,恋亓/髯,13,13,42,19425.0238095
姆⒄埂,姆⒄/埂,12,111,78,1130.77061677
重蹈,重/蹈,15,886,37,373.307455311
北美自由贸易区,北美/自由贸易区,53,192,168,1340.52898686
暂行规定,暂行/规定,35,53,1463,368.263519003
10月1日,10月/1日,10,306,42,634.804699658
菲利浦斯曲线,菲利浦斯/曲线,27,27,494,1651.52024291
食货志,食/货志,22,132,22,6180.68939394
字路,字/路,62,296,486,351.620801357
利大于弊,利/大于弊,17,709,17,1150.70662906
强修订稿,强/修订稿,12,1304,12,625.652607362
Ｒ话,Ｒ/话,10,166,153,321.226474526
浞址⒒,浞址/⒒,12,16,84,7284.38392857
笠蹈母,笠/蹈母,22,749,25,958.543230975
盈余公积,盈余/公积,22,204,24,3665.99714052
稽察特派员,稽/察特派员,26,30,26,27195.0333333
副主席,副/主席,11,128,82,855.026772104
美洲自由贸易区,美洲/自由贸易区,28,118,168,1152.3319209
谥贫,谥/贫,11,86,337,309.652922504
调往,调/往,11,198,139,326.079536371
菲利普斯曲线,菲利普斯/曲线,16,18,494,1468.0179937
上海译文出版社,上海译文/出版社,20,20,1944,419.676440329
从业人数,从业/人数,40,62,596,883.146785018
陈＠①,陈/＠①,10,131,148,420.802042501
经典著作,经典/著作,12,79,292,424.406623895
呆坏帐,呆/坏帐,13,25,95,4465.71073684
谐√跫,谐/√跫,10,671,10,1215.8733234
代表第i,代表/第i,27,1149,42,456.462700485
笠捣⒄,笠/捣⒄,14,749,45,338.878920042
蚕丝业,蚕丝/业,20,38,1409,304.751783646
幕肪,幕/肪,11,279,97,331.609984111
邓小平南巡讲话,邓小平南巡/讲话,20,28,142,4103.87826962
拨改贷,拨改/贷,22,22,190,4293.95263158
锰逯频,锰/逯频,11,69,25,5202.52811594
新华出版社,新华/出版社,12,15,1944,335.741152263
超国民待遇,超/国民待遇,24,319,163,376.568340481
司法机关,司法/机关,27,151,385,378.910759439
联合国贸发会议,联合国贸发/会议,21,22,576,1352.02580492
虚增盈利,虚增/盈利,20,56,472,617.320671913
迷鹑沃,迷/鹑沃,11,143,22,2852.62587413
按可比价格计算,按/可比价格计算,39,1826,40,435.626903067
诜⒄怪,诜/⒄怪,10,66,76,1626.49720893
甲科村,甲科/村,31,33,319,2402.52503087
十二届三中全会,十二/届三中全会,17,42,264,1250.85380592
拆股系数,拆股/系数,15,85,385,373.957677617
挠跋欤,挠跋/欤,14,38,49,6134.21804511
跫督锥,跫/督锥,11,124,11,6579.44354839
币待购,币/待购,10,163,11,4550.20078081
不可缺少,不可/缺少,64,607,276,311.668600626
克鲁格曼,克鲁格/曼,64,77,90,7534.55468975
A文章编号,A文章/编号,114,114,119,6855.8907563
冶炼业,冶炼/业,11,20,1409,318.465613911
帐户,帐/户,162,493,746,359.368591922
编辑委员会,编辑/委员会,13,59,432,416.119860326
阿尔钦,阿/尔钦,10,74,10,11025.0135135
朱＠①基,朱＠/①基,10,15,20,27195.0333333
贫刃,贫/刃,10,337,63,384.273468042
庖恢,庖/恢,11,128,217,323.097674251
５谒模,５/谒模,11,216,12,3462.33063272
色诺芬,色诺/芬,32,32,66,12361.3787879
财经学院学报,财经/学院学报,13,316,71,472.725218399
公务人员,公务/人员,24,34,1727,333.465445008
李嘉图等价定理,李嘉图/等价定理,12,64,12,12747.671875
逐利,逐/利,13,35,709,427.405319363
选准,选/准,19,184,271,310.868943526
厚谷襄儿,厚谷/襄儿,10,10,10,81585.1
参见拙译,参见/拙译,10,323,10,2525.85448916
⒄沟恼铰,⒄沟/恼铰,13,154,19,3624.76520848
科斯,科/斯,11,147,183,333.606966284
段话,段/话,38,628,153,322.658694476
发文总量,发文/总量,10,12,1232,551.847267316
警警度,警/警度,13,31,23,14875.2636746
竹藤棕,竹藤/棕,12,13,14,53792.3736264
学术氛围,学术/氛围,12,355,82,336.317828925
笠倒芾,笠/倒芾,22,749,26,921.676183629
文献标识码,文献标识/码,208,208,220,3708.41363636
社群,社/群,21,195,198,443.741802642
相距甚远,相距甚/远,10,10,574,1421.34320557
椒⒄,椒/⒄,10,93,244,359.532434338
法人治理,法人/治理,90,354,606,342.276808189
抑商,抑/商,20,72,540,419.676440329
家庭联产承包责任制,家庭联产承包/责任制,45,65,224,2521.51751374
亚欧,亚/欧,14,141,243,333.36000934
研究所副研究员,研究所/副研究员,13,430,39,632.442635659
农工综合体,农工综合/体,20,21,202,3846.53936822
贫富两极分化,贫富/两极分化,19,171,186,487.366188769
梢运,梢/运,16,182,164,437.336370946
右移动,右/移动,11,134,176,380.527518657
葡拢,葡/拢,13,231,127,361.525138903
塑料制品业,塑料制品/业,18,23,1409,453.152652205
陆怠,陆/怠,11,101,205,433.439314175
收稿日期,收/稿日期,173,518,174,1565.95019527
示赫,示/赫,15,192,180,354.101996528
边际效用价值论,边际/效用价值论,15,768,21,758.78999256
哲社版,哲社/版,46,48,1426,548.286962366
海峡两岸经贸,海峡两岸/经贸,10,38,538,399.066229701
迪止,迪/止,11,155,170,340.582960152
主权让渡,主权/让渡,12,365,71,377.781670847
理货,理/货,10,108,186,406.138490641
十五届四中全会,十五/届四中全会,74,305,75,2639.25569399
绝对地租,绝对/地租,20,521,104,301.140927211
软硬,软/硬,14,182,199,315.365674526
创租,创/租,13,259,135,303.333705134
找娴,找/娴,13,242,141,310.827706465
马克思恩格斯全集,马克思/恩格斯全集,153,1894,155,425.197407773
化学制品,化学/制品,13,148,167,429.117292442
审计事务所,审计/事务所,10,623,28,467.697202476
唐山市钢铁厂,唐山市钢铁/厂,12,12,585,1394.61709402
贫富分化,贫富/分化,12,171,137,417.902932514
毛额,毛/额,12,59,526,315.467293936
亚太经合,亚/太经合,35,141,35,5786.17730496
篇文章,篇/文章,52,297,355,402.37351923
驹鹑伪,驹鹑/伪,30,30,70,11655.0142857
笠悼,笠/悼,13,749,45,314.673282896
笠挡,笠/挡,26,749,94,301.282930432
虚变量,虚/变量,24,77,599,424.52624504
笠稻,笠/稻,41,749,122,366.060660115
暂行办法,暂行/办法,17,53,752,347.989436973
笠堤,笠/堤,10,749,29,375.604714332
社团条例,社团/条例,11,175,147,348.857570457
产茧量,产茧/量,22,22,1229,663.833197722
Ｒ虼耍,Ｒ虼/耍,64,80,165,3955.64121212
首席经济学家,首席/经济学家,10,20,1245,327.651004016
每盒蚕种,每/盒蚕种,12,1099,14,636.306512414
人文社科版,人文社科/版,11,11,1426,572.125525947
正当权益,正当/权益,16,142,286,321.422633704
两极格局,两极/格局,11,29,1006,307.615033934
哈佛大学教授,哈佛大学/教授,10,28,516,564.680924695
世界大战结束,世界大战/结束,25,171,349,341.766366729
涌熘形,涌熘/形,10,12,275,2472.27575758
切不可,切/不可,19,85,607,300.439364279
鹑谥,鹑/谥,10,241,86,393.636495223
鹑诠,鹑/诠,15,241,158,321.386758758
LM模型,LM/模型,26,36,1495,394.130917874
存款准备金率,存款准备金/率,34,46,1534,393.103197098
高举邓小平理论伟大旗帜,高举邓小平理论/伟大旗帜,16,20,20,32634.04
水稻亩产量,水稻亩产/量,11,12,1229,608.513764578
墓芾,墓/芾,18,453,103,314.737092522
澳葡商船,澳葡/商船,10,90,68,1333.08986928
专制主义,专制/主义,11,42,576,370.963996362
募际,募/际,19,148,300,349.125427928
拱北关十,拱北关/十,14,40,464,615.404849138
五省边区,五/省边区,18,1024,18,796.729492188
海洋发展史论文集,海洋发展史/论文集,15,15,50,16317.02
英文标题,英文/标题,93,118,1545,416.182014152
十四届五中全会,十四届/五中全会,18,19,20,38645.5736842
棕草制品,棕/草制品,12,14,13,53792.3736264
十四届三中全会,十四/届三中全会,28,84,264,1030.11489899
后备基金,后备/基金,11,27,1106,300.527794521
捣⒄沟,捣⒄/沟,11,45,196,1017.50124717
单凭,单/凭,12,213,117,392.849885639
行∑笠,行∑/笠,22,27,749,887.54002868
橡胶制品业,橡胶制品/业,11,17,1409,374.66542813
九届全国人大,九/届全国人大,13,121,26,3371.28512397
祖国内地,祖国/内地,33,95,923,307.043200091
杖敕峙,杖/敕峙,17,140,26,3810.29313187
冉嫌攀,冉嫌/攀,11,11,125,6526.808
奈侍狻,奈侍/狻,20,65,64,3922.36057692
塑料厂,塑料/厂,16,57,585,391.471464987
梅⒄沟,梅/⒄沟,80,168,154,2522.73036487
债转股,债转/股,129,129,743,1098.04979812
马六甲海峡,马/六甲海峡,10,182,10,4482.6978022
米诺骨牌,米/诺骨牌,10,180,10,4532.50555556
编辑出版,编辑/出版,11,59,408,372.813268528
叫剥削,叫/剥削,10,118,197,350.964036824
哥达纲领批判,哥达纲领/批判,10,10,266,3067.10902256
Ｆ笠,Ｆ/笠,25,90,749,302.570464323
马克思恩格斯选集,马克思/恩格斯选集,96,1894,97,426.31476502
微波化,微波/化,11,12,2480,301.557829301
乌拉圭回合谈判,乌拉圭/回合谈判,10,17,11,43628.3957219
拱北口华洋,拱北口/华洋,11,11,15,54390.0666667
救亡决论,救亡决/论,18,18,1620,503.611728395
止跌回升,止跌/回升,17,25,418,1327.22172249
持股,持/股,122,432,743,310.09739669
剩余索取权,剩余索取/权,11,12,905,826.368416206
炼焦业,炼焦/业,13,23,1409,327.276915481
阿莱西纳,阿莱西/纳,18,18,322,2533.69875776
熊彼特,熊/彼特,38,47,39,16913.441353
＠③,＠/③,14,92,194,639.954840879
８母锟,８母/锟,12,20,16,30594.4125
Ｓ嗬投,Ｓ嗬/投,13,13,345,2364.78550725
蹲收,蹲/收,22,170,345,306.031065644
姆绞,姆/绞,12,207,157,301.246561433
西安交通大学,西安交通/大学,14,17,1157,580.706390767
1996年12月14—15日,1996年/12月14—15日,10,1607,10,507.685749844
财经大学学报,财经/大学学报,17,293,98,483.021069861
斯蒂格利茨,斯/蒂格利茨,14,167,14,4885.33532934
Ｊ崭迦掌冢,Ｊ崭迦掌/冢,12,12,101,8077.73267327
各省市,各省/市,14,51,745,300.616238979
字库未存字注释,字库未存字/注释,86,88,191,4174.39231318
琼斯股票指数,琼斯股票/指数,10,11,716,1035.86973083
缪尔达尔,缪尔达/尔,27,27,165,4944.55151515
亚洲青年知识型劳力,亚洲/青年知识型劳力,16,1708,24,318.443013271
中央研究院近代史研究所集刊,中央研究院近代史/研究所集刊,18,20,27,27195.0333333
Ｒ环矫妫,Ｒ/环矫妫,11,156,45,1278.39900285
非金属矿采选业,非金属矿采选/业,11,11,1136,718.178697183
限产压库,限产/压库,10,15,15,36260.0444444
中共十一届三中全会,中共/十一届三中全会,10,130,186,337.407361456
煤炭采选业,煤炭采选/业,11,11,1136,718.178697183
股分红,股/分红,12,492,48,414.558434959
边干边学,边干/边学,17,17,17,47991.2352941
重本抑末,重/本抑末,35,871,38,862.734455254
笠档,笠/档,99,544,412,360.371078134
锰逯聘母,锰/逯聘母,14,55,26,7987.35244755
文教体育用品制造业,文教体育用品/制造业,17,17,1206,676.493366501
赖帐,赖/帐,18,141,301,346.017247473
玫姆⒄梗,玫/姆⒄梗,13,314,47,718.665334056
十五届三中全会,十五/届三中全会,22,231,33,2354.54834055
村社,村/社,22,288,174,358.172134419
有色金属矿采选业,有色金属矿采选/业,11,11,1136,718.178697183
弥澳艿,弥/澳艿,14,88,21,6180.68939394
按购买力平价计算,按/购买力平价计算,12,1787,16,342.410884163
挂帐,挂/帐,14,72,301,527.035529716
南开大学,南开/大学,16,37,1157,304.926907893
竹材采运业,竹材采运/业,12,12,1136,718.178697183
贵义贱利,贵义贱/利,20,20,679,1201.54786451
旅游博彩业,旅游/博彩业,132,1191,273,331.215286812
不可想象,不可/想象,15,490,77,324.351046912
勿庸置疑,勿庸置/疑,12,12,24,33993.7916667
非金属矿物制品业,非金属矿物制品/业,13,16,1136,583.520191461
煞葜破笠,煞/葜破笠,10,80,10,10198.1375
国外哲学社会科学文摘,国外/哲学社会科学文摘,10,1074,16,474.773626629
篇论文,篇/论文,38,245,397,318.740944841
博彩旅游业,博彩/旅游业,35,132,388,557.536414402
收付,收/付,14,345,99,334.414112136
损益满计观,损益满计/观,16,17,420,1828.23753501
粤西南经济圈,粤西南/经济圈,10,19,88,4879.49162679
庖坏,庖/坏,14,117,303,322.188767595
记帐凭证,记帐/凭证,15,30,75,5439.00666667
档姆⒄梗,档/姆⒄梗,12,412,47,505.588308201
官督商办,官督商/办,14,14,511,1596.57729941
联邦储备委员会,联邦储备/委员会,12,27,419,865.394855476
持卡,持/卡,11,310,71,407.740163562
东北财经大学,东北财经/大学,19,19,1127,723.91393079
金属制品业,金属制品/业,11,27,1067,311.512409317
收帐款,收/帐款,11,309,13,2234.09534478
统计暨普查司出版,统计/暨普查司出版,10,2401,10,339.79633486
帐面,帐/面,26,256,263,315.05652923
营业观,营业/观,21,141,404,300.76664209
皮革毛皮羽绒及其制品业,皮革毛皮羽绒及其制品/业,11,11,1067,764.621368322
假帐,假/帐,17,159,256,340.739657036
左半部右加,左/半部右加,13,157,15,4503.63609342
笠涤,笠/涤,18,400,90,407.9255
笠瞪,笠/瞪,13,400,87,304.771925287
笠凳,笠/凳,17,400,107,324.05296729
标题注释,标题/注释,71,1452,105,379.938482225
笠抵贫,笠抵/贫,12,45,316,688.48185654
犹太复国主义运动,犹太复国主义/运动,10,18,647,700.541816933
见注释,见/注释,17,942,34,433.041932059
帐目,帐/目,13,213,143,348.20785318
笠导,笠/导,33,352,246,310.91882622
